Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Bergeret J., Bergeret Y.","7003264751;6504788927;","Violence and mental health. Addiction and delinquency",1984,"Analytic Psychotherapy and Psychopathology","1","2",,"143","150",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021698781&partnerID=40&md5=586c909548bcebe32e4e81af542bfe82","47, Rue de la Garde, 69005 Lyon, France","Bergeret, J., 47, Rue de la Garde, 69005 Lyon, France; Bergeret, Y., 47, Rue de la Garde, 69005 Lyon, France",,"adolescent; central nervous system; clinical article; drug dependence; forensic medicine; human; juvenile delinquency; mental health; violence","France",,"Final","",Scopus,2-s2.0-0021698781
"Wright M.F., Strobl D.J.","7401559029;57192674782;","1,1,1-Trichloroethane cardiac toxicity: Report of a case",1984,"Journal of the American Osteopathic Association","84","3",,"285","288",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021687511&partnerID=40&md5=7c0cd80eba738aac1379dc87d18c5196","Flint Osteopathic Hospital, Flint, MI, United States","Wright, M.F., Flint Osteopathic Hospital, Flint, MI, United States; Strobl, D.J., Flint Osteopathic Hospital, Flint, MI, United States",,"solvent; trichloroethane; cardiotoxicity; case report; diagnosis; drug toxicity; forensic medicine; heart; heart ventricle arrhythmia; human; industry; intoxication; priority journal; Arrhythmia; Case Report; Chemistry; Human; Hydrocarbons, Chlorinated; Male; Middle Age; Occupational Diseases; Trichloroethanes","United States",Article,"Final","",Scopus,2-s2.0-0021687511
"Krämer M., Poetzsch-Heffter R.","7402837826;6507254469;","Immunohistochemical identification of drugs in autopsy material [Immunhistochemischer Arzneimittelnachweis in Autopsiematerial]",1984,"Zeitschrift für Rechtsmedizin","93","3",,"147","150",,,"10.1007/BF00200444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021676478&doi=10.1007%2fBF00200444&partnerID=40&md5=f031327fefb0be0310214257513e77cf","Abteilung Rechtsmedizin I (Allg. Gerichtl. Medizin) der Christian-Albrechts-Universität zu Kiel, Hospitalstraße 17-19, Kiel, D-2300, Germany","Krämer, M., Abteilung Rechtsmedizin I (Allg. Gerichtl. Medizin) der Christian-Albrechts-Universität zu Kiel, Hospitalstraße 17-19, Kiel, D-2300, Germany; Poetzsch-Heffter, R., Abteilung Rechtsmedizin I (Allg. Gerichtl. Medizin) der Christian-Albrechts-Universität zu Kiel, Hospitalstraße 17-19, Kiel, D-2300, Germany","Formalin-fixed autopsy material, identification of drugs; Identification of drugs, in autopsy material","barbituric acid derivative; brallobarbital; phenobarbital; secbutabarbital; secobarbital; autopsy; drug analysis; drug determination; drug tissue level; forensic medicine; human; identification; immunohistochemistry; methodology; peroxidase antiperoxidase complex; tissue; Barbiturates; English Abstract; Forensic Medicine; Human; Immunoenzyme Techniques; Kidney","Krämer, M.; Abteilung Rechtsmedizin I (Allg. Gerichtl. Medizin) der Christian-Albrechts-Universität zu Kiel, Hospitalstraße 17-19, Kiel, D-2300, Germany",Article,"Final","",Scopus,2-s2.0-0021676478
"Dutt M.C.","7005209160;","Laboratory diagnosis of opiate drugs",1984,"Annals of the Academy of Medicine Singapore","13","1",,"53","65",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021672295&partnerID=40&md5=db42ef870ec7ca970acb7f3ff4e8c17f","Department of Scientific Services, Outram Road, Singapore 0316, Singapore","Dutt, M.C., Department of Scientific Services, Outram Road, Singapore 0316, Singapore",,"cannabis; codeine; diamorphine; diazepam; flunitrazepam; methadone; methaqualone; morphine; opiate; paracetamol; chromatography; diagnosis; drug abuse; drug analysis; drug dependence; drug determination; economic aspect; economics; forensic medicine; gas chromatography; human; immunoassay; laboratory diagnosis; medicolegal aspect; thin layer chromatography; Chromatography, Thin Layer; Forensic Medicine; Heroin Dependence; Human; Immunoenzyme Techniques; Morphine Dependence; Narcotics; Opioid-Related Disorders; Radioimmunoassay","Singapore",Article,"Final","",Scopus,2-s2.0-0021672295
"Klöppel A., Weiler G.","6701410295;7006780335;","The detectability of poisons in paraffin-embedded organ parts [Zur Nachweisbarkeit von Giften in paraffineingebetteten Organteilen]",1984,"Zeitschrift für Rechtsmedizin","93","4",,"269","272",,,"10.1007/BF00198652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021672279&doi=10.1007%2fBF00198652&partnerID=40&md5=9dc50cd28c314993a6c98b96152cb157","Institut für Rechtsmedizin der Universität Essen - GHS, Hufelandstr. 55, Essen 1, D-4300, Germany","Klöppel, A., Institut für Rechtsmedizin der Universität Essen - GHS, Hufelandstr. 55, Essen 1, D-4300, Germany; Weiler, G., Institut für Rechtsmedizin der Universität Essen - GHS, Hufelandstr. 55, Essen 1, D-4300, Germany","Detectability of poisons; Toxicology, paraffin-embedded organ parts","heavy metal; paraffin; atomic absorption spectrometry; brain; central nervous system; controlled study; diagnosis; drug analysis; forensic medicine; forensic toxicology; gas chromatography; human; human cell; intoxication; kidney; liver; mass spectrometry; preliminary communication; toxin analysis; Arsenic Poisoning; Brain; English Abstract; Forensic Medicine; Histological Techniques; Human; Kidney; Liver; Mass Fragmentography; Mercury Poisoning; Poisons; Spectrophotometry, Atomic Absorption; Thallium","Klöppel, A.; Institut für Rechtsmedizin der Universität Essen - GHS, Hufelandstr. 55, Essen 1, D-4300, Germany",Article,"Final","",Scopus,2-s2.0-0021672279
"Dell'Osso G.","6602283178;","Chronic opiate poisoning and 'permanent mental disorder' [INTOSSICAZIONE CRONICA DA OPPIACEI E 'ALTERAZIONE PSICHICA PERMANENTE']",1984,"Rassegna di Studi Psichiatrici","73","3",,"463","472",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021672233&partnerID=40&md5=964634210fe1b1275f4ed3ebd5d3cd28","Istituto di Medicina legale e delle Assicurazioni, Universita degli Studi di Siena, Siena, Italy","Dell'Osso, G., Istituto di Medicina legale e delle Assicurazioni, Universita degli Studi di Siena, Siena, Italy",,"opiate; behavior disorder; central nervous system; diagnosis; drug intoxication; forensic medicine; geographic distribution; human; intoxication; mental disease; psychological aspect; social aspect; theoretical study","Italy",,"Final","",Scopus,2-s2.0-0021672233
"Bogusz M., Franke J.P., de Zeeuw R.A.","7005193581;7201859772;7102257095;","Potentials of capillary gas chromatography in toxicology today",1984,"Zeitschrift für Rechtsmedizin","93","4",,"237","250",,1,"10.1007/BF00198649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021671927&doi=10.1007%2fBF00198649&partnerID=40&md5=dc7a4134a850fc6bc6a5121b427afab1","Institute of Forensic Medicine, Academy of Medicine, Grzegorzecka 16, Krakow, PL-31531, Poland; Dept. of Toxicology, State University, Antonius Deusinglaan 2, Groningen, NL-9713 AW, Netherlands","Bogusz, M., Institute of Forensic Medicine, Academy of Medicine, Grzegorzecka 16, Krakow, PL-31531, Poland; Franke, J.P., Dept. of Toxicology, State University, Antonius Deusinglaan 2, Groningen, NL-9713 AW, Netherlands; de Zeeuw, R.A., Dept. of Toxicology, State University, Antonius Deusinglaan 2, Groningen, NL-9713 AW, Netherlands","Capillary gas chromatography; Drug identification; Drug screening","diagnosis; drug screening; forensic medicine; forensic toxicology; gas chromatography; human; human cell; intoxication; nonhuman; short survey; Chromatography, Gas; Forensic Medicine; Human; Kinetics; Pharmaceutical Preparations; Poisoning; Toxicology","Franke, J.P.; Dept. of Toxicology, Antonius Deusinglaan 2, Groningen, NL-9713 AW, Netherlands",Review,"Final","",Scopus,2-s2.0-0021671927
"Adams E.H., Durell J.","7401782233;7004757999;","Cocaine: a growing public health problem",1984,"NIDA Research Monograph Series","NO. 50",,,"9","14",,42,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021646470&partnerID=40&md5=9137acf5cfb51e6ff4b820fae7c99fdf","Division of Epidemiology and Statistical Analysis, National Institute on Drug Abuse, Rockville, MD 20857, United States","Adams, E.H., Division of Epidemiology and Statistical Analysis, National Institute on Drug Abuse, Rockville, MD 20857, United States; Durell, J., Division of Epidemiology and Statistical Analysis, National Institute on Drug Abuse, Rockville, MD 20857, United States",,"cocaine; behavior; central nervous system; drug abuse; drug toxicity; epidemiology; forensic medicine; human; intoxication; intranasal drug administration; legal aspect; psychological aspect; public health; review; addiction; article; time; United States; Cocaine; Human; Substance-Related Disorders; Time Factors; United States","United States",,"Final","",Scopus,2-s2.0-0021646470
"Macinnes D.C., Miller K.M.","7004181320;55455965300;","Fatal coronary artery thrombosis associated with cannabis smoking",1984,"Journal of the Royal College of General Practitioners","34","267",,"575","576",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021603153&partnerID=40&md5=be798422f4f802fbd4a0ede4182f6ed2","521 High Street, Newarthill, Motherwell, United Kingdom","Macinnes, D.C., 521 High Street, Newarthill, Motherwell, United Kingdom; Miller, K.M., 521 High Street, Newarthill, Motherwell, United Kingdom",,"cannabis; autopsy; blood and hemopoietic system; cardiotoxicity; cardiovascular system; case report; drug abuse; drug toxicity; fatality; forensic medicine; heart; heart infarction; human; inhalational drug administration; intoxication; peripheral vascular system; thrombosis; Adult; Case Report; Coronary Disease; Human; Male; Marijuana Abuse","United Kingdom",Article,"Final","",Scopus,2-s2.0-0021603153
"Klein S.","57206789845;","Delinquent perversion problems of assimilation: A clinical study",1984,"International Journal of Psycho-Analysis","65","3",,"307","314",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021592846&partnerID=40&md5=b3528f61ffa38edefe7d96e82166e7cd","Garden Flat, 138 Loudon Road, London NW8 0ND, United Kingdom","Klein, S., Garden Flat, 138 Loudon Road, London NW8 0ND, United Kingdom",,"adult; anxiety; case report; central nervous system; delinquency; delusion; forensic medicine; human; impotence; male genital system; perversion; therapy; Acculturation; Adolescent; Adult; Anxiety Disorders; Case Report; Human; Male; Psychoanalytic Interpretation; Psychoanalytic Therapy; Sexual Dysfunctions, Psychological","United Kingdom",Article,"Final","",Scopus,2-s2.0-0021592846
"Dix G.E.","7005946064;","The 1983 revision of the Texas mental health code.",1984,"St. Mary""s law journal","16","1",,"41","153",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021534520&partnerID=40&md5=f64fee3a70130991437d2c250e0dc667",,"Dix, G.E.",,"due process; psychotropic agent; adolescent; adult; article; competence; Constitutional Law; electroconvulsive therapy; emergency health service; first aid; forensic psychiatry; government; hospital admission; human rights; illness behavior; institutionalization; Institutionalized Persons; instrumental conditioning; involuntary commitment; jurisprudence; juvenile; Legal Approach; legal liability; Legal Rights; mental capacity; mental disease; mental health; Mental Health Therapies; mental hospital; mental patient; Outpatient Commitment; patient right; physician; Professional Patient Relationship; Right To Treatment; standard; Standards; United States; Voluntary Admission; Competence; Constitutional Law; Due Process; Emergency Care; Institutionalized Persons; Involuntary Commitment; Legal Approach; Legal Rights; Mental Health Therapies; Mentally Ill; Minors; Outpatient Commitment; Professional Patient Relationship; Right To Treatment; Standards; Texas; Voluntary Admission; Adolescent; Adult; Civil Rights; Commitment of Mentally Ill; Conditioning, Operant; Electroconvulsive Therapy; Emergency Medical Services; Hospitals, Psychiatric; Institutionalization; Jurisprudence; Legislation; Liability, Legal; Mental Competency; Mental Health; Mentally Ill Persons; Patient Admission; Patient Advocacy; Patient Rights; Physicians; Psychotropic Drugs; Reference Standards; State Government; Texas; Treatment Refusal","Dix, G.E.",Article,"Final","",Scopus,2-s2.0-0021534520
"Rajs J., Härm T., Ormstad K.","7005975428;6603654867;7003981943;","Postmortem findings of pulmonary lesions of older datum in intravenous drug addicts - A forensic-pathologic study",1984,"Virchows Archiv A Pathological Anatomy and Histopathology","402","4",,"405","414",,16,"10.1007/BF00734637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021063847&doi=10.1007%2fBF00734637&partnerID=40&md5=e443301fa9ea3793a96afacfafd11a71","Department of Forensic Medicine, Karolinska Institutet, Stockholm, S-104 01, Sweden","Rajs, J., Department of Forensic Medicine, Karolinska Institutet, Stockholm, S-104 01, Sweden; Härm, T., Department of Forensic Medicine, Karolinska Institutet, Stockholm, S-104 01, Sweden; Ormstad, K., Department of Forensic Medicine, Karolinska Institutet, Stockholm, S-104 01, Sweden","Adverse drug reaction; Drug addiction; Heart; Lung; Narcotics","alcohol; central stimulant agent; hypnotic agent; opiate; tranquilizer; autopsy; clinical article; drug abuse; drug dependence; forensic medicine; heart; heart muscle; human; interstitial lung disease; intravenous drug administration; lung; lung injury; respiratory system; Adult; Age Factors; Autopsy; Female; Humans; Injections, Intravenous; Lung; Male; Middle Aged; Myocardium; Opioid-Related Disorders; Time Factors","Rajs, J.; Department of Forensic Medicine, , Stockholm, S-104 01, Sweden",Article,"Final","",Scopus,2-s2.0-0021063847
"Deutsch E.","56252238000;","Medicine and the law [Medizin und Recht.]",1984,"Lebensversicherungsmedizin","36","9",,"201","202",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021764744&partnerID=40&md5=ccba2c1cebd6e29ec82ea13a03c08e48",,"Deutsch, E.",,"article; drug control; forensic medicine; German Federal Republic; human; legal aspect; malpractice; Drug and Narcotic Control; Forensic Medicine; Germany, West; Human; Malpractice","Deutsch, E.",Article,"Final","",Scopus,2-s2.0-0021764744
"Köhler-Schmidt H., Brinkmann B.","6603111081;57197922394;","Insurance medicine evaluation of accidents in connection with drug administration [Versicherungsmedizinische Beurteilung von Unfällen in Verbindung mit Drogeneinnahme.]",1984,"Lebensversicherungsmedizin","36","9",,"215","219",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021764710&partnerID=40&md5=edde44f4cec36e39dc2c2f695eb67746",,"Köhler-Schmidt, H.; Brinkmann, B.",,"accident; addiction; article; forensic medicine; health insurance; human; legal aspect; Accidents; English Abstract; Forensic Medicine; Human; Insurance, Accident; Substance-Related Disorders","Köhler-Schmidt, H.",Article,"Final","",Scopus,2-s2.0-0021764710
"Knapp J.Z., Dull H.F., Bjorndal P.M., Brakl S.F., Yuen P.C.","7201885869;7003633486;6504462226;55514477100;55514228000;","A wide pH range stopper for improved particulate quality in parenteral solutions",1984,"Journal of Parenteral Science and Technology","38","4",,"128","138",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021151615&partnerID=40&md5=c626008201307959587f0fe30bdaf23e","Schering-Plough Corporation, Bloomfield, NJ, United States","Knapp, J.Z., Schering-Plough Corporation, Bloomfield, NJ, United States; Dull, H.F., Schering-Plough Corporation, Bloomfield, NJ, United States; Bjorndal, P.M., Schering-Plough Corporation, Bloomfield, NJ, United States; Brakl, S.F.; Yuen, P.C.",,"benzyl alcohol; bisulfite; hercule n 400; methyl paraben; phenol; politef; polypropylene; propyl paraben; unclassified drug; autopsy; drug analysis; drug determination; forensic medicine; human; intoxication; methodology; Drug Contamination; Drug Packaging; Hydrogen-Ion Concentration; Polypropylenes; Solutions","United States",Article,"Final","",Scopus,2-s2.0-0021151615
"Klug E., Schneider V.","7102583101;36338211600;","Intoxication with clomethiazol [Vergiftungen durch Clomethiazol]",1984,"Zeitschrift für Rechtsmedizin","93","2",,"89","94",,6,"10.1007/BF00200767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021721122&doi=10.1007%2fBF00200767&partnerID=40&md5=73b37aa5677b123b60f938313ba4372d","Institut für Rechtsmedizin der Freien Universität Berlin, Hittorfstr. 18, Berlin 33, D-1000, Germany","Klug, E., Institut für Rechtsmedizin der Freien Universität Berlin, Hittorfstr. 18, Berlin 33, D-1000, Germany; Schneider, V., Institut für Rechtsmedizin der Freien Universität Berlin, Hittorfstr. 18, Berlin 33, D-1000, Germany","Clomethiazol intoxication, chemical analysis; Poisoning, Clomethiazol","alcohol; clomethiazole; adverse drug reaction; autopsy; drug blood level; drug intoxication; drug overdose; drug tissue level; fatality; gas chromatography; human; intoxication; oral drug administration; Adult; Alcohol Drinking; Case Report; Chlormethiazole; Chromatography, Gas; English Abstract; Forensic Medicine; Homicide; Human; Male","Schneider, V.; Institut für Rechtsmedizin der Freien Universität Berlin, Hittorfstr. 18, Berlin 33, D-1000, Germany",Article,"Final","",Scopus,2-s2.0-0021721122
