Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Blashfield R.K., Robbins L., Bernard G.W.","7003818054;7103296520;57197459339;","An analogue study of the factors influencing competency decisions",1994,"Bulletin of the American Academy of Psychiatry and the Law","22","4",,"587","594",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028610503&partnerID=40&md5=109a645481ab9c29d6c51f295b07f6d5","Department of Psychiatry, University of Florida, P.O. Box 100256, Gainesville, FL 32610-0256, United States","Blashfield, R.K., Department of Psychiatry, University of Florida, P.O. Box 100256, Gainesville, FL 32610-0256, United States; Robbins, L., Department of Psychiatry, University of Florida, P.O. Box 100256, Gainesville, FL 32610-0256, United States; Bernard, G.W., Department of Psychiatry, University of Florida, P.O. Box 100256, Gainesville, FL 32610-0256, United States",,"adult; article; cognition; competence; decision making; female; forensic psychiatry; human; human experiment; legal aspect; male; normal human; psychosis; Adult; Chi-Square Distribution; Cognition Disorders; Crime; Decision Making; Female; Forensic Psychiatry; Human; Male; Mental Competency; Middle Age; Psychotic Disorders; Questionnaires; United States","Blashfield, R.K.; Department of Psychiatry, P.O. Box 100256, Gainesville, FL 32610-0256, United States",Article,"Final","",Scopus,2-s2.0-0028610503
"Samuel R., Osiewicz R.J., Longhmanee F.","7006437820;57199643518;6507144238;","Use of nonnormal body fluids in forensic pathology and toxicology",1994,"Clinical Laboratory Science","7","2",,"100","102",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028585956&partnerID=40&md5=d921e6587742641025e4ef1844f0c9ec","Erie County Med. Examiner's Office, 462 Grider Street, Buffalo, NY 14215, United States","Samuel, R., Erie County Med. Examiner's Office, 462 Grider Street, Buffalo, NY 14215, United States; Osiewicz, R.J., Erie County Med. Examiner's Office, 462 Grider Street, Buffalo, NY 14215, United States; Longhmanee, F., Erie County Med. Examiner's Office, 462 Grider Street, Buffalo, NY 14215, United States",,"amnion fluid analysis; autopsy; bile; body fluid; cadaver; cause of death; cerebrospinal fluid analysis; forensic pathology; human; pericardium; review; synovial fluid; time of death; toxicology; vagina secretion; vitreous body","Longhmanee, F.; Erie County Med. Examiner's Office, 462 Grider Street, Buffalo, NY 14215, United States",Review,"Final","",Scopus,2-s2.0-0028585956
"Dulger H.E., Ege B., Erturk S., Yemiscigil A.","6603791089;6603725148;7005613133;6508053733;","Investigation of suicide cases due to agricultural drugs [TARIMSAL ILACLAR ILE INTIHAR OLGULARININ INCELENMESI]",1994,"Adli Tip Dergisi","10","1-4",,"37","41",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028570419&partnerID=40&md5=4ef446978882d66cdbe956922b7ae36c","Adli Tip Anabilim Dali, Tip Fakultesi, Firat Universitesi, Elazig, Turkey","Dulger, H.E., Adli Tip Anabilim Dali, Tip Fakultesi, Firat Universitesi, Elazig, Turkey; Ege, B., Adli Tip Anabilim Dali, Tip Fakultesi, Firat Universitesi, Elazig, Turkey; Erturk, S., Adli Tip Anabilim Dali, Tip Fakultesi, Firat Universitesi, Elazig, Turkey; Yemiscigil, A., Adli Tip Anabilim Dali, Tip Fakultesi, Firat Universitesi, Elazig, Turkey","Pesticides; Suicides","pesticide; adolescent; adult; age; aged; article; autopsy; circannual rhythm; female; human; major clinical study; male; school child; sex difference; suicide","Dulger, H.E.; Adli Tip Anabilim Dali, , Elazig, Turkey",Article,"Final","",Scopus,2-s2.0-0028570419
"Puschel K., Schulz-Schaeffer W., Castrup U., Teschke F., Heckmann W.","35500896800;36898445100;8985430100;8985430000;16236471500;","Evaluation of medical, toxicological and psycho-social aspects in drug abuse-related fatalities [ABHANGIGKEITSTYPEN SOWIE ERKLARUNGSANSATZE FUR EINE VERSEHENTLICHE UBERDOSIERUNG BEI DROGENTOTEN]",1994,"Sucht","40","6",,"384","393",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028566953&partnerID=40&md5=e8e1b7767d6a09ce3c25c8d7a3a43539","Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany","Puschel, K., Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany; Schulz-Schaeffer, W., Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany; Castrup, U., Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany; Teschke, F., Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany; Heckmann, W., Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany",,"diamorphine; opiate; accident; adult; alcoholism; article; criminal behavior; drug abuse; drug overdose; drug quality; economic aspect; fatality; female; human; major clinical study; male; psychosocial environment","Puschel, K.; Institut fur Rechtsmedizin, Butenfeld 34, 22529 Hamburg, Germany",Article,"Final","",Scopus,2-s2.0-0028566953
"Mannaert E., Daenens P.","36908795300;7006701902;","Development of a radioimmunoassay for the determination of N-desmethylzopiclone in urine",1994,"The Analyst","119","10",,"2221","2226",,22,"10.1039/AN9941902221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028127067&doi=10.1039%2fAN9941902221&partnerID=40&md5=eba8aa785ab1e3367235b6cc60a67daf","Laboratory of Toxicology, Katholieke Universiteit Leuven, E. Van Evenstraat, 4, B-3000 Leuven, Belgium","Mannaert, E., Laboratory of Toxicology, Katholieke Universiteit Leuven, E. Van Evenstraat, 4, B-3000 Leuven, Belgium; Daenens, P., Laboratory of Toxicology, Katholieke Universiteit Leuven, E. Van Evenstraat, 4, B-3000 Leuven, Belgium",,"antibody; drug metabolite; norzopiclone; unclassified drug; zopiclone; analytic method; article; case report; controlled study; drug excretion; drug misuse; drug urine level; forensic medicine; human; human experiment; male; normal human; oral drug administration; radioimmunoassay","Mannaert, E.; Laboratory of Toxicology, E. Van Evenstraat, 4, B-3000 Leuven, Belgium",Article,"Final","",Scopus,2-s2.0-0028127067
"Rop P.P., Grimaldi F., Burle J., De Saint Leger M.N., Viala A.","6601986364;7005113933;6506302265;6506975568;7005232526;","Determination of 6-monoacetylmorphine and morphine in plasma, whole blood and urine using high-performance liquid chromatography with electrochemical detection",1994,"Journal of Chromatography B: Biomedical Sciences and Applications","661","2",,"245","253",,44,"10.1016/0378-4347(94)00345-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028035064&doi=10.1016%2f0378-4347%2894%2900345-9&partnerID=40&md5=dcbd6c974139daaa4013850a6ed5b82b","Laboratoire Interrégional de Police Scientifique, 2 Rue A. Becker, 13224 Marseille Cedex, France; Laboratoire de Toxicologie et Pharmacie clinique, Faculté de Pharmacie, 27 Boulevard Jean Moulin, 13385 Marseille Cédex 5, France","Rop, P.P., Laboratoire Interrégional de Police Scientifique, 2 Rue A. Becker, 13224 Marseille Cedex, France; Grimaldi, F., Laboratoire de Toxicologie et Pharmacie clinique, Faculté de Pharmacie, 27 Boulevard Jean Moulin, 13385 Marseille Cédex 5, France; Burle, J., Laboratoire Interrégional de Police Scientifique, 2 Rue A. Becker, 13224 Marseille Cedex, France; De Saint Leger, M.N., Laboratoire Interrégional de Police Scientifique, 2 Rue A. Becker, 13224 Marseille Cedex, France; Viala, A.",,"morphine; morphine 6 acetate; article; drug blood level; drug stability; drug urine level; electrochemical detection; high performance liquid chromatography; human; methodology; priority journal; quantitative assay; storage; ultraviolet spectrophotometry; Chromatography, High Pressure Liquid; Electrochemistry; Glucuronidase; Human; Hydrolysis; Methanol; Morphine; Morphine Derivatives; Reproducibility of Results; Spectrophotometry, Ultraviolet",,Article,"Final","",Scopus,2-s2.0-0028035064
[No author name available],[No author id available],"Impurity profiling analysis of illicit drug. Mini-reviews presented at the International Symposium of Forensic Science. Tokyo, Japan, 21-22 October 1993.",1994,"Forensic Science International","69","1",,"1","102",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028772686&partnerID=40&md5=77d7e631aff085f8809fa0bde503a2b4",,"",,"street drug; chemistry; conference paper; Street Drugs",,Conference Paper,"Final","",Scopus,2-s2.0-0028772686
"Perillo B.A., Klein R.F.X., Franzosa E.S.","16167173500;7404357818;6506176709;","Recent advances by the U.S. Drug Enforcement Administration in drug signature and comparative analysis",1994,"Forensic Science International","69","1",,"1","6",,59,"10.1016/0379-0738(94)90043-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028590163&doi=10.1016%2f0379-0738%2894%2990043-4&partnerID=40&md5=8a778526f20ce4eab0e86435436c6997","Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","Perillo, B.A., Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Klein, R.F.X., Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Franzosa, E.S., Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","Ballistics; Chromatography; Comparative analysis; Signature","illicit drug; ballistics; conference paper; drug analysis; drug identification; forensic science; human; priority journal; united states","Perillo, B.A.; Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,"Final","",Scopus,2-s2.0-0028590163
"Seta S., Inoue T., Strömberg L.","7004694444;56277409600;57518941600;","Foreword",1994,"Forensic Science International","69","1",,"vii","viii",,1,"10.1016/0379-0738(94)90042-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028586856&doi=10.1016%2f0379-0738%2894%2990042-6&partnerID=40&md5=b439bdb43649dba8702abce4c8504a22",,"Seta, S.; Inoue, T.; Strömberg, L.",,"illicit drug; drug abuse; drug analysis; editorial; forensic science; human; priority journal","Seta, S., Tokyo, Japan",Editorial,"Final","",Scopus,2-s2.0-0028586856
"Huizer H.","6602192941;","A contribution to comparison",1994,"Forensic Science International","69","1",,"17","22",,10,"10.1016/0379-0738(94)90045-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028575463&doi=10.1016%2f0379-0738%2894%2990045-0&partnerID=40&md5=aba39ad636e39edd3c746b16f0d59186","Netherlands Forensic Science Laboratory, Volmerlaan 17, NL-2288 GD Rijswijk, Netherlands","Huizer, H., Netherlands Forensic Science Laboratory, Volmerlaan 17, NL-2288 GD Rijswijk, Netherlands","Characterisation; Comparison; Drugs; Retrospective analysis","comparative study; conference paper; drug comparison; forensic science; priority journal","Huizer, H.; Netherlands Forensic Science Laboratory, Volmerlaan 17, NL-2288 GD Rijswijk, Netherlands",Article,"Final","",Scopus,2-s2.0-0028575463
"Neumann H.","7402241325;","Comparison of heroin by capillary gas chromatography in Germany",1994,"Forensic Science International","69","1",,"7","16",,41,"10.1016/0379-0738(94)90044-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028558987&doi=10.1016%2f0379-0738%2894%2990044-2&partnerID=40&md5=89611fe8ced2ab2e70f24c07d739e293","Bundeskriminalamt, Kriminaltechnisches Institut, Fachgruppe Chemie (KT 21), D-65173 Wiesbaden, Germany","Neumann, H., Bundeskriminalamt, Kriminaltechnisches Institut, Fachgruppe Chemie (KT 21), D-65173 Wiesbaden, Germany","Heroin; Review; Sample comparison","alkaloid; diamorphine; capillary gas chromatography; conference paper; forensic science; priority journal","Neumann, H.; Bundeskriminalamt, Kriminaltechnisches Institut, Fachgruppe Chemie (KT 21), D-65173 Wiesbaden, Germany",Article,"Final","",Scopus,2-s2.0-0028558987
"Lurie I.S., Klein R.F.X., Dal Cason T.A., LeBelle M.J., Brenneisen R., Weinberger R.E.","57188770094;7404357818;6603032103;6701828273;7005315750;7006289960;","Chiral Resolution of Cationic Drugs of Forensic Interest by Capillary Electrophoresis with Mixtures of Neutral and Anionic Cyclodextrins",1994,"Analytical Chemistry","66","22",,"4019","4026",,267,"10.1021/ac00094a026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028774678&doi=10.1021%2fac00094a026&partnerID=40&md5=1fadcdc4acfff2d0cd00d86ce5015d9f","Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, Virginia 22102-3494, United States; Drug Enforcement Administration, North Central Laboratory, 500 U.S. Customs House, 610 Canal Street, Chicago, Illinois 60607, United States; Bureau of Drug Research, Health and Welfare Canada, Banting Building, Tunney's Pasture, Ottawa, Ontario, K1A OL2, Canada; Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland; CE Technologies, P.O. Box 140, Chappaqua, New York 10514, United States","Lurie, I.S., Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, Virginia 22102-3494, United States; Klein, R.F.X., Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, Virginia 22102-3494, United States; Dal Cason, T.A., Drug Enforcement Administration, North Central Laboratory, 500 U.S. Customs House, 610 Canal Street, Chicago, Illinois 60607, United States; LeBelle, M.J., Bureau of Drug Research, Health and Welfare Canada, Banting Building, Tunney's Pasture, Ottawa, Ontario, K1A OL2, Canada; Brenneisen, R., Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland; Weinberger, R.E., CE Technologies, P.O. Box 140, Chappaqua, New York 10514, United States",,"cyclodextrin; solvent; street drug; article; chemistry; electrophoresis; forensic medicine; isolation and purification; methodology; plant leaf; standard; stereoisomerism; Cyclodextrins; Electrophoresis; Forensic Medicine; Plant Leaves; Reference Standards; Solvents; Stereoisomerism; Street Drugs","Lurie, I.S.; Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, Virginia 22102-3494, United States",Article,"Final","",Scopus,2-s2.0-0028774678
"Wilson J.M., Cohen R.I., Kezer E.A., Smith E.R.","57201956086;35609997300;6506521955;7408612214;","Analysis of dezocine in serum and urine by high performance liquid chromatography and pre-column derivatization",1994,"Journal of Liquid Chromatography","17","19",,"4245","4257",,1,"10.1080/10826079408013614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028173347&doi=10.1080%2f10826079408013614&partnerID=40&md5=f0f74affac38739326d1e03e2c154a31","Department of Clinical Pathology, William Beaumont Hospital, 3601 West Thirteen Mile Road, Royal Oak, Worcester, Michigan, 48073, United Kingdom; Departments of Anesthesiology and Pharmacology, University of Massachusetts Medical Center, 55 Lake Avenue North, Massachusetts, 01655, United States","Wilson, J.M., Department of Clinical Pathology, William Beaumont Hospital, 3601 West Thirteen Mile Road, Royal Oak, Worcester, Michigan, 48073, United Kingdom, Departments of Anesthesiology and Pharmacology, University of Massachusetts Medical Center, 55 Lake Avenue North, Massachusetts, 01655, United States; Cohen, R.I., Department of Clinical Pathology, William Beaumont Hospital, 3601 West Thirteen Mile Road, Royal Oak, Worcester, Michigan, 48073, United Kingdom, Departments of Anesthesiology and Pharmacology, University of Massachusetts Medical Center, 55 Lake Avenue North, Massachusetts, 01655, United States; Kezer, E.A., Department of Clinical Pathology, William Beaumont Hospital, 3601 West Thirteen Mile Road, Royal Oak, Worcester, Michigan, 48073, United Kingdom, Departments of Anesthesiology and Pharmacology, University of Massachusetts Medical Center, 55 Lake Avenue North, Massachusetts, 01655, United States; Smith, E.R., Department of Clinical Pathology, William Beaumont Hospital, 3601 West Thirteen Mile Road, Royal Oak, Worcester, Michigan, 48073, United Kingdom, Departments of Anesthesiology and Pharmacology, University of Massachusetts Medical Center, 55 Lake Avenue North, Massachusetts, 01655, United States",,"Aldehydes; Blood; Derivatives; Extraction; Fluorescence; Paraffins; Pharmacokinetics; Dezocine; o-phthalaldehyde; High performance liquid chromatography; dezocine; article; drug blood level; drug urine level; fluorescence; high performance liquid chromatography; human; human experiment; human tissue; intravenous drug administration; liquid liquid extraction; normal human",,Article,"Final","",Scopus,2-s2.0-0028173347
