Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Jaenicke U.","57199335321;","Presentation of a therapy of schizophrenia [DARSTELLUNG EINER SCHIZOPHRENIETHERAPIE]",1976,"Therapeutische Umschau","33","7",,"480","488",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017158286&partnerID=40&md5=3c75b03e6a00a8f79e370b76f11c61c6","Daseinsanal. Inst. Psychother. Psychosom., Medard Boss Stift., Zurich, Switzerland","Jaenicke, U., Daseinsanal. Inst. Psychother. Psychosom., Medard Boss Stift., Zurich, Switzerland",,"drug dependence; forensic identification; schizophrenia; suicide; symbiosis; therapy; Adolescent; Adult; Case Report; English Abstract; Female; Human; Male; Psychotherapy; Schizophrenia; Suicide","Switzerland",Article,"Final","",Scopus,2-s2.0-0017158286
"Fischbein A., Eisinger J., Blumberg W.E.","7005217560;7101930000;7007170686;","Zinc protoporphyrin determination: a rapid screening test for the detection of lead poisoning",1976,"Mount Sinai Journal of Medicine","43","3 I",,"294","299",,23,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017155805&partnerID=40&md5=641ef97345fca1b490521476ec058c94","Environm. Sci. Lab., Dept. Commun. Med., Mt Sinai Sch. Med., City Univ. New York, N.Y. 10029, United States","Fischbein, A., Environm. Sci. Lab., Dept. Commun. Med., Mt Sinai Sch. Med., City Univ. New York, N.Y. 10029, United States; Eisinger, J., Environm. Sci. Lab., Dept. Commun. Med., Mt Sinai Sch. Med., City Univ. New York, N.Y. 10029, United States; Blumberg, W.E., Environm. Sci. Lab., Dept. Commun. Med., Mt Sinai Sch. Med., City Univ. New York, N.Y. 10029, United States",,"lead; protoporphyrin; protoporphyrin zinc; zinc; drug determination; drug intoxication; forensic medicine; intoxication; lead poisoning; methodology; occupational disease; occupational exposure; Fluorometry; Human; Lead; Lead Poisoning; Mass Screening; Porphyrins; Protoporphyrins; Zinc","United States",Article,"Final","",Scopus,2-s2.0-0017155805
"Besserer K., Junk W., Mallach H.J.","6603915328;16509513200;7007176831;","About the evaluation of forensic-toxicological results by mechanical data processing [Über die Auswertung chemisch-toxikologischer Befunde mit Hilfe der maschinellen Datenverarbeitung]",1976,"Zeitschrift für Rechtsmedizin","78","4",,"273","283",,,"10.1007/BF01869230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017151691&doi=10.1007%2fBF01869230&partnerID=40&md5=8fdf1b71abae05b0056e48860e91e70d","Institut für Gerichtliche Medizin der Universität, Nägelestraße 5, Tübingen, D-7400, Germany","Besserer, K., Institut für Gerichtliche Medizin der Universität, Nägelestraße 5, Tübingen, D-7400, Germany; Junk, W., Institut für Gerichtliche Medizin der Universität, Nägelestraße 5, Tübingen, D-7400, Germany; Mallach, H.J., Institut für Gerichtliche Medizin der Universität, Nägelestraße 5, Tübingen, D-7400, Germany","Dokumentation, forensisch-toxikologische Daten-Maschinenlochkarten; Statistik, Auswertung forensisch-toxikologischer Befunde","adrenergic receptor stimulating agent; analgesic agent; anthelmintic agent; antidepressant agent; antidiabetic agent; antihistaminic agent; barbituric acid derivative; central stimulant agent; diuretic agent; narcotic agent; neuroleptic agent; sedative agent; spasmolytic agent; tranquilizer; chemotherapy; computer; computer analysis; drug intoxication; forensic medicine; forensic toxicology; information processing; toxicology; Automatic Data Processing; English Abstract; Forensic Medicine; Germany, West; Human; Punched-Card Systems; Toxicology","Besserer, K.; Institut für Gerichtliche Medizin der Universität, Nägelestraße 5, Tübingen, D-7400, Germany",Article,"Final","",Scopus,2-s2.0-0017151691
"Piotrowski K.W., Losacco D., Guse S.B.","7003704261;6503974687;6508159046;","Psychiatric disorders and crime: a study of pretrial psychiatric examinations",1976,"Disease of the Nervous System","37","5",,"309","311",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017129978&partnerID=40&md5=d1abddf0301baff1cb4a47ef9c4667e0","Dept. Psychiat., Washington Univ. Sch. Med., St Louis, Mo. 63110, United States","Piotrowski, K.W., Dept. Psychiat., Washington Univ. Sch. Med., St Louis, Mo. 63110, United States; Losacco, D., Dept. Psychiat., Washington Univ. Sch. Med., St Louis, Mo. 63110, United States; Guse, S.B., Dept. Psychiat., Washington Univ. Sch. Med., St Louis, Mo. 63110, United States",,"affective neurosis; alcoholism; antisocial behavior; criminal behavior; drug dependence; epidemiology; forensic medicine; major clinical study; schizophrenia; Adult; Affective Symptoms; Alcoholism; Antisocial Personality Disorder; Criminal Psychology; Female; Forensic Psychiatry; Human; Male; Mental Disorders; Missouri; Schizophrenia; Substance-Related Disorders","United States",Article,"Final","",Scopus,2-s2.0-0017129978
"Campbell A., Hyams D., Mauleverer B.","7403504731;7004687260;6505683058;","The soft embalmer of the still midnight: a problem of prescribing hypnotics in general practice",1976,"Journal of Medical Ethics","2","3",,"142","146",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017127334&partnerID=40&md5=677f4a32602fce3dc24ea80d6ff6dd5b","Guy's Hosp., London, United Kingdom","Campbell, A., Guy's Hosp., London, United Kingdom; Hyams, D., Guy's Hosp., London, United Kingdom; Mauleverer, B., Guy's Hosp., London, United Kingdom",,"hypnotic agent; drug control; fatality; general practice; prescription; therapy; Aged; Barbiturates; Emotions; Ethics, Medical; Female; Forensic Medicine; Homicide; Humans; Patient Care Team; Sleep Disorders","United Kingdom",Article,"Final","",Scopus,2-s2.0-0017127334
"Serfontein W.J., De Villiers L.S.","6603893268;7003650408;","A direct procedure for the micro scale preparation of acyl derivatives of nucleophilic drugs from carboxylic acids for gc separation and identification",1976,"S.AFR.J.MED.SCI.","41","1",,"17","21",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017117098&partnerID=40&md5=a4693e4054f4a8c662040d331e6be7aa","Dept. Chem. Pathol., Univ. Pretoria, South Africa","Serfontein, W.J., Dept. Chem. Pathol., Univ. Pretoria, South Africa; De Villiers, L.S., Dept. Chem. Pathol., Univ. Pretoria, South Africa",,"paracetamol; paracetamol derivative; phenacetin; salicylic acid methyl ester; codeine derivative; dimevamide; drug synthesis; methodology; Acylation; Alcohols; Amines; Carboxylic Acids; Chromatography, Gas; Forensic Medicine; Human; Microchemistry; Phenols","South Africa",Article,"Final","",Scopus,2-s2.0-0017117098
"Merritt K., Treadwell T.L., Jacobs N.J.","57200832028;56253768300;7103322677;","Rapid recognition of group B streptococci by pigment production and counterimmunoelectrophoresis",1976,"Journal of Clinical Microbiology","3","3",,"287","290",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017086620&partnerID=40&md5=97202d3305c517a38a1eb82144d021f2","Dept. Surg., Dartmouth Med. Sch., Hanover, N.H. 03755, United States","Merritt, K., Dept. Surg., Dartmouth Med. Sch., Hanover, N.H. 03755, United States; Treadwell, T.L., Dept. Surg., Dartmouth Med. Sch., Hanover, N.H. 03755, United States; Jacobs, N.J., Dept. Surg., Dartmouth Med. Sch., Hanover, N.H. 03755, United States",,"pigment; forensic identification; methodology; microorganism; Adult; Agar; Antigens, Bacterial; Bacitracin; Counterimmunoelectrophoresis; Drug Resistance, Microbial; Hippurates; Human; Hydrolysis; Infant; Infant, Newborn; Pigments; Streptococcal Infections; Streptococcus agalactiae; Support, U.S. Gov't, P.H.S.","United States",Article,"Final","",Scopus,2-s2.0-0017086620
"Tymanski S.","6602465381;","Hygienic estimation of the exposure of dockers to the effect of phosphorites and apatites dust during loading in the port of Gdansk",1976,"Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia","27","1",,"25","31",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017078296&partnerID=40&md5=7dafbe7dc433fc8d10573220481d7961","Dept. Hyg., Inst. Maritime Trop. Med., Gdynia, Poland","Tymanski, S., Dept. Hyg., Inst. Maritime Trop. Med., Gdynia, Poland",,"apatite; fluorine; air pollution; dust; forensic medicine; health; hygiene; inhalational drug administration; normal human; occupational disease; occupational exposure; phosphorite; Air Pollutants; Air Pollutants, Occupational; Air Pollution; Apatites; Dust; Human; Naval Medicine; Poland","Poland",Article,"Final","",Scopus,2-s2.0-0017078296
"Biener K.","7101935170;","Drugs and attitude to suicide [DROGEN UND SELBSTMORDWERTUNG]",1976,"Nervenarzt","47","6",,"398","401",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017064351&partnerID=40&md5=cb0a11bc7e48185b2aca83dc5ea81fef","Inst. Sozial Prav. Med., Univ. Zurich, Switzerland","Biener, K., Inst. Sozial Prav. Med., Univ. Zurich, Switzerland",,"child; drug abuse; fatality; major clinical study; suicide; Adolescent; Adult; Attitude to Death; Female; Germany, West; Human; Male; Questionnaires; Substance-Related Disorders; Suicide; Switzerland","Switzerland",Article,"Final","",Scopus,2-s2.0-0017064351
"Hishida S., Mizoi Y.","7003939556;24360307600;","Studies on the quantitative determination of carbon monoxide in human blood by gas chromatography (Japanese)",1976,"Japanese Journal of Legal Medicine","30","4",,"319","326",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017058457&partnerID=40&md5=55c807b85fb7fce97b3075156bb09de0","Dept. Leg. Med., Hyogo Coll. Med., Nishinomiya, Japan","Hishida, S., Dept. Leg. Med., Hyogo Coll. Med., Nishinomiya, Japan; Mizoi, Y., Dept. Leg. Med., Hyogo Coll. Med., Nishinomiya, Japan",,"carbon monoxide; blood; drug analysis; gas chromatography; intoxication; methodology; theoretical study","Japan",,"Final","",Scopus,2-s2.0-0017058457
"Bernardelli B.","6508314306;","Determination of the retention indices (R(f)) of hypnotic and anticonvulsant sedatives by thin layer chromatography using Merck silica gel plates [DETERMINAZIONE DEGLI INDICI DI RITENZIONE (R(f)) DI SEDATIVI IPNOTICI ED ANTICONVULSIVANTI IN CROMATOGRAFIA SU STRATO SOTTILE (TLC) MEDIANTE UTILIZZAZIONE DI PIASTRE MERCK AL GEL DI SILICE]",1976,"Acta Biomedica de l'Ateneo Parmense","47","6",,"693","705",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017050098&partnerID=40&md5=54d11504278df5e8c0da48113f52f91f","Ist. Med. Leg. Assicuraz., Univ. Studi, Parma, Italy","Bernardelli, B., Ist. Med. Leg. Assicuraz., Univ. Studi, Parma, Italy",,"amobarbital; anticonvulsive agent; barbital; barbituric acid derivative; carbamazepine; codeine; cyclobarbital; ethosuximide; febarbamate; glutethimide; hexobarbital; hydantoin; mephebarbital; methylphenobarbital; pentobarbital; phenobarbital; phenytoin; secobarbital; succinimide; thiopental; valnoctamide; valproic acid; drug analysis; drug comparison; drug determination; in vitro study; mepentamate; methitural; methodology; theoretical study; thin layer chromatography; Anticonvulsants; Chromatography, Thin Layer; English Abstract; Forensic Medicine; Hypnotics and Sedatives","Italy",Article,"Final","",Scopus,2-s2.0-0017050098
"Bugge A.","6603538505;","Quantitative high-performance liquid chromatography of diazepam and n-desmethyldiazepam in blood",1976,"Journal of Chromatography A","128","1",,"111","116",,29,"10.1016/S0021-9673(00)84036-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017060848&doi=10.1016%2fS0021-9673%2800%2984036-4&partnerID=40&md5=c23794d6ecebee1ab8f7a7b03868a9f1","National Institute of Forensic Toxicology, Sognsvannsveien 28, N-Oslo 3 Norway","Bugge, A., National Institute of Forensic Toxicology, Sognsvannsveien 28, N-Oslo 3 Norway",,"diazepam; drug metabolite; nordazepam; blood; drug blood level; drug determination; forensic medicine; liquid chromatography; methodology; theoretical study; Chromatography, High Pressure Liquid; Diazepam; Forensic Medicine; Methods; Microchemistry; Nordazepam; Silicon Dioxide","Bugge, A.",Article,"Final","",Scopus,2-s2.0-0017060848
"Baudot Ph., Monal J.L., Livertoux M.H., Truhaut R.","7409509451;6506190906;6603306431;7102130381;","Identification de métaux toxiques après extraction et chromatographie sur couches minces de leurs dithizonates. Applicatons toxicologiques",1976,"Journal of Chromatography A","128","1",,"141","147",,5,"10.1016/S0021-9673(00)84040-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017028483&doi=10.1016%2fS0021-9673%2800%2984040-6&partnerID=40&md5=2d7237c8b0add0a2bfdb5cdc48933dc7","Laboratoire de Toxicologie, Faculté des Sciences Pharmaceutiques et Biologiques de Nancy, B.P. 403, 54001 Nancy Cedex, France; Laboratoire de Toxicologie et d'Hygiène Industrielle, Faculté des Sciences Pharmaceutiques et Biologiques des Paris, 4, avenue de l'Observatoire, 75270 Paris Cedex 06, France","Baudot, Ph., Laboratoire de Toxicologie, Faculté des Sciences Pharmaceutiques et Biologiques de Nancy, B.P. 403, 54001 Nancy Cedex, France; Monal, J.L., Laboratoire de Toxicologie, Faculté des Sciences Pharmaceutiques et Biologiques de Nancy, B.P. 403, 54001 Nancy Cedex, France; Livertoux, M.H., Laboratoire de Toxicologie, Faculté des Sciences Pharmaceutiques et Biologiques de Nancy, B.P. 403, 54001 Nancy Cedex, France; Truhaut, R., Laboratoire de Toxicologie et d'Hygiène Industrielle, Faculté des Sciences Pharmaceutiques et Biologiques des Paris, 4, avenue de l'Observatoire, 75270 Paris Cedex 06, France",,"cadmium; cobalt; copper; lead; mercury; nickel; silver; zinc; azo compound; cadmium; cobalt; copper; diagnostic agent; dithizone; lead; mercury; metal; nickel; silver; zinc; blood; drug blood level; drug determination; drug isolation; drug urine level; forensic medicine; methodology; theoretical study; thin layer chromatography; toxicology; urine; article; blood; feces; human; lead poisoning; mercurialism; toxicology; urine; Azo Compounds; Cadmium; Chromatography, Thin Layer; Cobalt; Copper; Dithizone; English Abstract; Feces; Human; Lead; Lead Poisoning; Mercury; Mercury Poisoning; Metals; Nickel; Silver; Toxicology; Zinc","Baudot, Ph.; Laboratoire de Toxicologie, Faculté des Sciences Pharmaceutiques et Biologiques de Nancy, B.P. 403, 54001 Nancy Cedex, France",Article,"Final","",Scopus,2-s2.0-0017028483
"Stross J.K., Shasby D.M., Harlan W.R.","7004064560;7004480058;7005026591;","An Epidemic of Mysterious Cardiopulmonary Arrests",1976,"New England Journal of Medicine","295","20",,"1107","1110",,18,"10.1056/NEJM197611112952004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017304694&doi=10.1056%2fNEJM197611112952004&partnerID=40&md5=e1104a0c7015649e0ef9ba3c51237884","Departments of Postgraduate Medicine, Health Professions Education and Internal Medicine, University of Michigan, Medical School, Bureau of Epidemiology, Public Health Service, Department of Health, Education Welfare, Ann Arbor, United States","Stross, J.K., Departments of Postgraduate Medicine, Health Professions Education and Internal Medicine, University of Michigan, Medical School, Bureau of Epidemiology, Public Health Service, Department of Health, Education Welfare, Ann Arbor, United States; Shasby, D.M., Departments of Postgraduate Medicine, Health Professions Education and Internal Medicine, University of Michigan, Medical School, Bureau of Epidemiology, Public Health Service, Department of Health, Education Welfare, Ann Arbor, United States; Harlan, W.R., Departments of Postgraduate Medicine, Health Professions Education and Internal Medicine, University of Michigan, Medical School, Bureau of Epidemiology, Public Health Service, Department of Health, Education Welfare, Ann Arbor, United States",,"pancuronium; article; chemically induced disorder; epidemic; forensic medicine; government; heart arrest; homicide; human; intravenous drug administration; middle aged; mortality; United States; Disease Outbreaks; Forensic Medicine; Heart Arrest; Homicide; Humans; Injections, Intravenous; Michigan; Middle Aged; Pancuronium; United States; United States Department of Veterans Affairs","Stross, J.K.; Towsley Center for Continuing Medical Education, , Ann Arbor, M.I. 48109, United States",Article,"Final","",Scopus,2-s2.0-0017304694
"Stillwell R.N., Stillwell W.G.","7004320505;7005287541;","Gas chromatographic-mass spectrometric-computer methods in the study of drug metabolism",1976,"Journal of Chromatography A","126","C",,"547","557",,3,"10.1016/S0021-9673(01)84100-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017102139&doi=10.1016%2fS0021-9673%2801%2984100-5&partnerID=40&md5=fb7582c9815c2ff594983a8e075d179e","Institute for Lipid Research, Baylor College of Medicine, Houston, TX 77030, United States","Stillwell, R.N., Institute for Lipid Research, Baylor College of Medicine, Houston, TX 77030, United States; Stillwell, W.G., Institute for Lipid Research, Baylor College of Medicine, Houston, TX 77030, United States",,"drug metabolite; methaqualone; methaqualone; computer analysis; drug metabolism; drug research; drug urine level; forensic medicine; gas chromatography; major clinical study; mass spectrometry; methaqualone derivative; methodology; oral drug administration; theoretical study; urine; article; computer; computer assisted diagnosis; human; information system; metabolism; Chromatography, Gas; Computers; Diagnosis, Computer-Assisted; Human; Information Systems; Methaqualone; Spectrum Analysis, Mass; Support, U.S. Gov't, P.H.S.","Stillwell, R.N.; Institute for Lipid Research, Baylor College of Medicine, Houston, TX 77030, United States",Article,"Final","",Scopus,2-s2.0-0017102139
