Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Fazey C.,6602606207;,International policy on illicit drug trafficking: The formal and informal mechanisms,2007,Journal of Drug Issues,37,4,NA,755,780,NA,8,10.1177/002204260703700402,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049082606&doi=10.1177%2f002204260703700402&partnerID=40&md5=7a0e876395afa60e74a8892bf397c533,NA,"Fazey, C.",NA,NA,NA,Review,Final,NA,Scopus,2-s2.0-38049082606,,IFSMS 2010,Drugs,Drugs
Fersht A.,36043863300;,The most influential journals: Impact factor and eigenfactor,2009,Proceedings of the National Academy of Sciences of the United States of America,106,17,NA,6883,6884,NA,123,10.1073/pnas.0903307106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66349111972&doi=10.1073%2fpnas.0903307106&partnerID=40&md5=e3f2d54198ff65014497cb2e0e0e1a73,"Medical Research Council Centre for Protein Engineering, Cambridge CB2 0QH, United Kingdom","Fersht, A., Medical Research Council Centre for Protein Engineering, Cambridge CB2 0QH, United Kingdom",NA,citation analysis; editorial; peer review; priority journal; publication; scientific literature; scientist; algorithm; bibliometrics; journal impact factor; publication; standard; Algorithms; Bibliometrics; Journal Impact Factor; Periodicals as Topic,"Fersht, A.; Medical Research Council Centre for Protein Engineering, Cambridge CB2 0QH, United Kingdom; email: arf25@cam.ac.uk",Editorial,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-66349111972,,IFSMS 2010,Drugs,Drugs
"Gorun G., Ceausu M., Francisc A., Curca G.C.",NA,Thanathogenesis due to inert chemical excipients in illicit drugs: case report and literature review,2008,Rom J Leg Med,16,3,NA,181,186,NA,2,NA,NA,NA,"Gorun, G.; CeauÅŸu, M.; Francisc, A.; CurcÃ£, G.C.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-80053098853,,IFSMS 2010,Drugs,Drugs
Holden C.,57198288997;,"Science and the law: Forensic science needs a major overhaul, panel says",2009,Science,323,5918,NA,1155,NA,NA,5,10.1126/science.323.5918.1155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349086711&doi=10.1126%2fscience.323.5918.1155&partnerID=40&md5=e54a0f82a3b218f7431a08021239b271,NA,"Holden, C.",NA,accreditation; automation; certification; coroner; crime; criminal justice; DNA determination; finger dermatoglyphics; forensic pathology; forensic science; law enforcement; medical education; medical society; note; priority journal; United States; Coroners and Medical Examiners; Dermatoglyphics; Forensic Medicine; Forensic Sciences; Humans; United States,NA,Note,Final,NA,Scopus,2-s2.0-61349086711,,IFSMS 2010,Drugs,Drugs
"Houck M.M.,Riley R.A., Speaker P.J., Witt T.S.",,Foresight: A business approach to improving the nation’s forensic laboratories,2009,Forensic Science Policy and Management,1,,,85,95,,,10.1080/19409040902810723,https://www.tandfonline.com/doi/full/10.1080/19409040902810723,"West Virginia University, Forensic Science Initiative, 1600 University Ave, Morgantown, WV 26506-6217, Unites States; West Virginia University, Division of Accounting, Morgantown, WV 26506, Unites States; West Virginia University, College of Business and Economics, P.O. Box 6025, Morgantown, WV 26506-6025, Unites States","Houck M.M., West Virginia University, Forensic Science Initiative, 1600 University Ave, Morgantown, WV 26506-6217, Unites States; Riley R.A., West Virginia University, Division of Accounting, Morgantown, WV 26506, Unites States; Speaker P.J., West Virginia University, College of Business and Economics, P.O. Box 6025, Morgantown, WV 26506-6025, Unites States; Witt T.S., West Virginia University, College of Business and Economics, P.O. Box 6025, Morgantown, WV 26506-6025, Unites States",Economics; management; process improvement,,,,,,,,,IFSMS 2010,Drugs,Drugs
"Hu C., Feng Y., Xue J., Chong X., Cheng S.",,Consideration and science development of the fast drug analysis system,2008,Chinese Journal of Pharmaceutical Analysis,4,,,647,655,,,,,,,Fast drug analysis; certification; forensic method; mobile laboratory; prescreening,,,,,,,,,IFSMS 2010,Drugs,Drugs
"Kasprzyk-Hordern B., Dinsdale R.M., Guwy A.J.",6506056329;7003505372;6603633397;,Illicit drugs and pharmaceuticals in the environment - Forensic applications of environmental data. Part 1: Estimation of the usage of drugs in local communities,2009,Environmental Pollution,157,6,NA,1773,1777,NA,113,10.1016/j.envpol.2009.03.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149101143&doi=10.1016%2fj.envpol.2009.03.017&partnerID=40&md5=04a1173a1f6192b79f507bfc1b227a02,"University of Huddersfield, Department of Chemical and Biological Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom; University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom","Kasprzyk-Hordern, B., University of Huddersfield, Department of Chemical and Biological Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom, University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom; Dinsdale, R.M., University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom; Guwy, A.J., University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom",Environmental forensics; Illicit drugs consumption; Pharmaceuticals usage; Wastewater,"Aquatic lives; Environmental contaminants; Environmental datum; Environmental forensics; Forensic applications; Illicit drugs consumption; Local communities; Pharmaceuticals usage; Drug products; Risk perception; Sewage; Wastewater; Environmental impact; amphetamine; atenolol; bezafibrate; carbamazepine; chloramphenicol; cimetidine; clofibric acid; cocaine; codeine; diclofenac; erythromycin; gabapentin; ibuprofen; illicit drug; ketoprofen; mefenamic acid; metoprolol; metronidazole; naproxen; paracetamol; pravastatin; propranolol; ranitidine; salazosulfapyridine; salicylic acid; simvastatin; sulfapyridine; tramadol; trimethoprim; unindexed drug; drug; drug user; environmental impact; environmental risk; forensic science; health risk; persistence; sewage disposal; waste disposal; wastewater; aquatic species; article; drug industry; drug use; enantiomer; environmental impact; forensic medicine; health hazard; human; nonhuman; pollution; prescription; public health; sewage; sewage treatment; waste water management; Environmental Monitoring; Forensic Toxicology; Humans; Pharmaceutical Preparations; Risk Assessment; Solid Phase Extraction; Street Drugs; Urban Population; Wales; Waste Disposal, Fluid; Water Pollutants, Chemical; Eurasia; Europe; South Wales; United Kingdom; Wales; Western Europe","Kasprzyk-Hordern, B.; University of Huddersfield, Queensgate, Huddersfield, HD1 3DH, United Kingdom; email: b.kasprzyk-hordern@hud.ac.uk",Article,Final,NA,Scopus,2-s2.0-64149101143,,IFSMS 2010,Drugs,Drugs
"Kasprzyk-Hordern B., Dinsdale R.M., Guwy A.J.",6506056329;7003505372;6603633397;,"Illicit drugs and pharmaceuticals in the environment - Forensic applications of environmental data, Part 2: Pharmaceuticals as chemical markers of faecal water contamination",2009,Environmental Pollution,157,6,NA,1778,1786,NA,77,10.1016/j.envpol.2009.02.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149117531&doi=10.1016%2fj.envpol.2009.02.019&partnerID=40&md5=e7ff9ae9af40734f5fc1d151bdab48aa,"University of Huddersfield, Department of Chemical and Biological Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom; University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom","Kasprzyk-Hordern, B., University of Huddersfield, Department of Chemical and Biological Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom, University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom; Dinsdale, R.M., University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom; Guwy, A.J., University of Glamorgan, Sustainable Environment Research Centre, Faculty of Health, Sport and Science, Pontypridd, CF37 1DL, United Kingdom",Chemical tracers; Environmental forensics; Pharmaceuticals; Surface water; Wastewater markers,"Antibacterial drugs; Beta-blockers; Chemical markers; Chemical tracers; Environmental datum; Environmental forensics; Forensic applications; Illicit drugs; Monitoring programs; Pharmaceuticals; Receptor antagonists; River waters; Water contaminations; Indicators (chemical); Sewage; Surface waters; Wastewater; Water pollution; Drug products; analgesic agent; anticonvulsive agent; antiinfective agent; antiinflammatory agent; atenolol; beta adrenergic receptor blocking agent; bezafibrate; carbamazepine; chloramphenicol; clofibric acid; codeine; diclofenac; erythromycin; gabapentin; histamine H2 receptor antagonist; ibuprofen; illicit drug; ketoprofen; mefenamic acid; metoprolol; metronidazole; naproxen; paracetamol; propranolol; salicylic acid; simvastatin; sulfamethoxazole; tramadol; trimethoprim; unindexed drug; drug; feces; forensic science; pollution monitoring; river pollution; sewage; surface water; tracer; water pollution; aquatic environment; article; drug industry; feces; forensic science; sewage; sludge treatment; waste water; water contamination; Adrenergic beta-Antagonists; Anti-Inflammatory Agents, Non-Steroidal; Anticonvulsants; Ecotoxicology; Feces; Humans; Pharmaceutical Preparations; Rivers; Sewage; Street Drugs; Wales; Waste Disposal, Fluid; Water Pollutants, Chemical; Water Pollution; Water Purification; Eurasia; Europe; United Kingdom; Wales; Western Europe","Kasprzyk-Hordern, B.; University of Huddersfield, Queensgate, Huddersfield, HD1 3DH, United Kingdom; email: B.Kasprzyk-Hordern@hud.ac.uk",Article,Final,NA,Scopus,2-s2.0-64149117531,,IFSMS 2010,Drugs,Drugs
"Kasprzyk-Hordern B., Dinsdale R.M., Guwy A.J.",6506056329;7003505372;6603633397;,"The removal of pharmaceuticals, personal care products, endocrine disruptors and illicit drugs during wastewater treatment and its impact on the quality of receiving waters",2009,Water Research,43,2,NA,363,380,NA,1053,10.1016/j.watres.2008.10.047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549120162&doi=10.1016%2fj.watres.2008.10.047&partnerID=40&md5=713eedf695f79e18e41bf67540258c10,"University of Huddersfield, Department of Chemical and Biological Sciences, School of Applied Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom; University of Glamorgan, Sustainable Environment Research Centre, Pontypridd, CF37 51DL, United Kingdom","Kasprzyk-Hordern, B., University of Huddersfield, Department of Chemical and Biological Sciences, School of Applied Sciences, Queensgate, Huddersfield, HD1 3DH, United Kingdom, University of Glamorgan, Sustainable Environment Research Centre, Pontypridd, CF37 51DL, United Kingdom; Dinsdale, R.M., University of Glamorgan, Sustainable Environment Research Centre, Pontypridd, CF37 51DL, United Kingdom; Guwy, A.J., University of Glamorgan, Sustainable Environment Research Centre, Pontypridd, CF37 51DL, United Kingdom",Activated sludge; Endocrine disruptors; Illicit drugs; Personal care products; Pharmaceuticals; Surface water; Trickling filter beds; Wastewater,Activated sludge process; Biological filter beds; Drug products; Efficiency; Filtration; Reclamation; Rivers; Sewage; Surface waters; Wastewater; Wastewater treatment; Water treatment plants; Activated sludge; Endocrine disruptor; Illicit drug; Personal care products; Trickling filter; Effluents; activated sludge; concentration (composition); drug; effluent; endocrine disruptor; environmental monitoring; wastewater; water treatment,"Kasprzyk-Hordern, B.; University of Huddersfield, Queensgate, Huddersfield, HD1 3DH, United Kingdom; email: b.kasprzyk-hordern@hud.ac.uk",Article,Final,NA,Scopus,2-s2.0-58549120162,,IFSMS 2010,Drugs,Drugs
Kolosov C.A.,36715056500;,Evaluating the public interest: Regulation of industrial hemp under the controlled substances act,2009,UCLA Law Review,57,1,NA,237,274,NA,10,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72549116063&partnerID=40&md5=f7d7d8a306b8bb8880f9a3be99804ce3,"UCLA School of Law, United States","Kolosov, C.A., UCLA School of Law, United States",NA,NA,"Kolosov, C. A.; UCLA School of LawUnited States",Review,Final,NA,Scopus,2-s2.0-72549116063,,IFSMS 2010,Drugs,Drugs
"Leicach S., Margarita Y.G., Hugo C.",,Amines,2009,RESEARCH METHODS IN PLANT SCIENCES: ALLELOPATHY,7,,,291,314,,,,,,,,,,,,,,,,IFSMS 2010,Drugs,Drugs
