Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Graniczkowska K., Pütz M., Hauser F.M., De Saeger S., Beloglazova N.V.",56472832200;23486445600;57192409221;56785623200;25630559800;,Capacitive sensing of N-formylamphetamine based on immobilized molecular imprinted polymers,2017,Biosensors and Bioelectronics,92,,,741,747,,23,10.1016/j.bios.2016.09.083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006325285&doi=10.1016%2fj.bios.2016.09.083&partnerID=40&md5=211435f80e1cd9d33643a6ba073776e1,"Faculty of Pharmaceutical Sciences, Department of Bioanalysis, Laboratory of Food Analysis, Ghent University, Ottergemsesteenweg 460, Ghent, 9000, Belgium; Bundeskriminalamt, Forensic Science Institute, KT45 – Toxicology, Wiesbaden, 65173, Germany","Graniczkowska, K., Faculty of Pharmaceutical Sciences, Department of Bioanalysis, Laboratory of Food Analysis, Ghent University, Ottergemsesteenweg 460, Ghent, 9000, Belgium; Pütz, M., Bundeskriminalamt, Forensic Science Institute, KT45 – Toxicology, Wiesbaden, 65173, Germany; Hauser, F.M., Bundeskriminalamt, Forensic Science Institute, KT45 – Toxicology, Wiesbaden, 65173, Germany; De Saeger, S., Faculty of Pharmaceutical Sciences, Department of Bioanalysis, Laboratory of Food Analysis, Ghent University, Ottergemsesteenweg 460, Ghent, 9000, Belgium; Beloglazova, N.V., Faculty of Pharmaceutical Sciences, Department of Bioanalysis, Laboratory of Food Analysis, Ghent University, Ottergemsesteenweg 460, Ghent, 9000, Belgium",Capacitive biosensor; Molecular imprinted polymers; N-formyl amphetamine; Water analysis,"Biosensors; Electrodes; Gold; Water analysis; Capacitive biosensors; Capacitive sensing; Continuous-flow system; Environmental conditions; Forensic analysis; Limit of detection; Molecular imprinted polymers; Recognition element; Chemical sensors; formetorex; molecularly imprinted polymer; amphetamine derivative; central stimulant agent; formetorex; polymer; water; water pollutant; Article; biosensor; bulk polymerization; capacitive biosensor; controlled study; cross reaction; cyclic potentiometry; electrode; flow injection analysis; gold electrode; immobilization; in situ polymerization; limit of detection; polymerization; precipitation polymerization; scanning electron microscopy; analysis; chemistry; electric capacitance; electrochemical analysis; molecular imprinting; procedures; water pollutant; Amphetamines; Central Nervous System Stimulants; Electric Capacitance; Electrochemical Techniques; Electrodes; Limit of Detection; Molecular Imprinting; Polymerization; Polymers; Water; Water Pollutants, Chemical","Beloglazova, N.V.; Faculty of Pharmaceutical Sciences, Ottergemsesteenweg 460, Belgium; email: Natalia.Beloglazova@UGent.be",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85006325285,,IFSMS 2019,Drugs,Drugs
"Umihara H., Yokoshima S., Inoue M., Fukuyama T.",56442635200;6602152835;7406271007;7101825398;,Total Synthesis of (−)-Morphine,2017,Chemistry - A European Journal,23,29,,6993,6995,,23,10.1002/chem.201701438,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018891091&doi=10.1002%2fchem.201701438&partnerID=40&md5=e425780667494b085bcb45a5407fbc3e,"Graduate School of Pharmaceutical Sciences, Nagoya University, Furo-cho, Chikusa, Nagoya, Aichi, 464-8601, Japan; Graduate School of Pharmaceutical Sciences, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan","Umihara, H., Graduate School of Pharmaceutical Sciences, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan; Yokoshima, S., Graduate School of Pharmaceutical Sciences, Nagoya University, Furo-cho, Chikusa, Nagoya, Aichi, 464-8601, Japan; Inoue, M., Graduate School of Pharmaceutical Sciences, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan; Fukuyama, T., Graduate School of Pharmaceutical Sciences, Nagoya University, Furo-cho, Chikusa, Nagoya, Aichi, 464-8601, Japan",aldol reaction; conjugate addition; morphine; singlet oxygen; total synthesis,Amines; Condensation reactions; Ketones; Synthesis (chemical); Aldol reactions; Conjugate addition; morphine; Singlet oxygen; Total synthesis; Cyclization; 7-methoxy-2-tetralone; morphine; singlet oxygen; tetralin derivative; chemistry; cyclization; stereoisomerism; synthesis; Cyclization; Morphine; Singlet Oxygen; Stereoisomerism; Tetralones,"Fukuyama, T.; Graduate School of Pharmaceutical Sciences, Japan; email: fukuyama@ps.nagoya-u.ac.jp",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85018891091,,IFSMS 2019,Drugs,Drugs
"Herraiz T., Guillén H., Arán V.J., Salgado A.",7003467477;16039369400;6601927074;7005195876;,"Identification, occurrence and activity of quinazoline alkaloids in Peganum harmala",2017,Food and Chemical Toxicology,103,,,261,269,,23,10.1016/j.fct.2017.03.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015695101&doi=10.1016%2fj.fct.2017.03.010&partnerID=40&md5=28cab541f2b95a55b7f1bd68ed768ff4,"Instituto de Ciencia y Tecnología de Alimentos y Nutrición (ICTAN-CSIC), Juan de la Cierva 3, Madrid, 28006, Spain; Instituto de Química Médica (IQM-CSIC), Juan de la Cierva 3, Madrid, 28006, Spain; Centro de Espectroscopía de RMN (CERMN), CAI Químicas – Facultad de Farmacia, Universidad de Alcalá (UAH), Alcalá de Henares, Madrid  28805, Spain","Herraiz, T., Instituto de Ciencia y Tecnología de Alimentos y Nutrición (ICTAN-CSIC), Juan de la Cierva 3, Madrid, 28006, Spain; Guillén, H., Instituto de Ciencia y Tecnología de Alimentos y Nutrición (ICTAN-CSIC), Juan de la Cierva 3, Madrid, 28006, Spain; Arán, V.J., Instituto de Química Médica (IQM-CSIC), Juan de la Cierva 3, Madrid, 28006, Spain; Salgado, A., Centro de Espectroscopía de RMN (CERMN), CAI Químicas – Facultad de Farmacia, Universidad de Alcalá (UAH), Alcalá de Henares, Madrid  28805, Spain",Antioxidant activity; Deoxypeganine; Glycoside of peganine; Monoamine oxidase; Peganine (vasicine); Peganum harmala; β-Carbolines,"alkaloid; carboline derivative; deoxyvasicine; monoamine oxidase inhibitor; peganine glycoside; Peganum harmala extract; quinazoline; scavenger; unclassified drug; vasicine; 3-deoxyvasicine; alkaloid; antioxidant; disaccharide; monoamine oxidase inhibitor; quinazoline derivative; vasicine; ABTS radical scavenging assay; Article; controlled study; drug activity; drug determination; enzyme inhibition; extraction; fruit; high performance liquid chromatography; mass spectrometry; nonhuman; Peganum harmala; plant leaf; plant root; plant seed; plant stem; psychoactive plant; chemical structure; chemistry; electrospray mass spectrometry; medicinal plant; nuclear magnetic resonance spectroscopy; Peganum; preclinical study; procedures; Alkaloids; Antioxidants; Chromatography, High Pressure Liquid; Disaccharides; Drug Evaluation, Preclinical; Magnetic Resonance Spectroscopy; Molecular Structure; Monoamine Oxidase Inhibitors; Peganum; Plants, Medicinal; Quinazolines; Spectrometry, Mass, Electrospray Ionization","Herraiz, T.; Spanish Council for Scientific Research, Juan de la Cierva 3, Spain; email: therraiz@ictan.csic.es",Article,Final,,Scopus,2-s2.0-85015695101,,IFSMS 2019,Drugs,Drugs
"Steuer A.E., Poetzsch M., Stock L., Eisenbeiss L., Schmid Y., Liechti M.E., Kraemer T.",55877924600;56201712600;57033832300;57190869184;55325640100;55790553900;7003271982;,Development and validation of an ultra-fast and sensitive microflow liquid chromatography-tandem mass spectrometry (MFLC-MS/MS) method for quantification of LSD and its metabolites in plasma and application to a controlled LSD administration study in humans,2017,Drug Testing and Analysis,9,5,,788,797,,23,10.1002/dta.2042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994222307&doi=10.1002%2fdta.2042&partnerID=40&md5=383c12b3c0adf509e0b8255d211c8582,"Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland; Psychopharmacology Research, Division of Clinical Pharmacology and Toxicology, Department of Biomedicine and Department of Clinical Research, University Hospital Basel, Basel, Switzerland","Steuer, A.E., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland; Poetzsch, M., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland; Stock, L., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland; Eisenbeiss, L., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland; Schmid, Y., Psychopharmacology Research, Division of Clinical Pharmacology and Toxicology, Department of Biomedicine and Department of Clinical Research, University Hospital Basel, Basel, Switzerland; Liechti, M.E., Psychopharmacology Research, Division of Clinical Pharmacology and Toxicology, Department of Biomedicine and Department of Clinical Research, University Hospital Basel, Basel, Switzerland; Kraemer, T., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Switzerland",LSD; LSD metabolites; microflow LC-MS/MS; pharmacokinetics,"2 oxo 3 hydroxylysergide; drug metabolite; hydroxy lysergide; hydroxy lysergide glucuronide; iso lysergide; lysergide; n desmethyllysergide; placebo; unclassified drug; 2-oxo-3-hydroxylysergic acid diethylamide; lysergide; N-desmethylnorlysergic acid diethylamide; psychedelic agent; Article; blood level; controlled study; crossover procedure; double blind procedure; female; human; human experiment; limit of quantitation; liquid chromatography-mass spectrometry; male; microflow liquid chromatography tandem mass spectometry; normal human; practice guideline; priority journal; qualitative analysis; quantitative analysis; randomized controlled trial; sensitivity analysis; solid phase extraction; validation study; analogs and derivatives; blood; economics; limit of detection; liquid chromatography; metabolism; procedures; substance abuse; tandem mass spectrometry; time factor; validation study; Chromatography, Liquid; Hallucinogens; Humans; Limit of Detection; Lysergic Acid Diethylamide; Substance Abuse Detection; Tandem Mass Spectrometry; Time Factors","Steuer, A.E.; Department of Forensic Pharmacology and Toxicology, Switzerland; email: andrea.steuer@irm.uzh.ch",Article,Final,,Scopus,2-s2.0-84994222307,,IFSMS 2019,Drugs,Drugs
"Vo K.T., van Wijk X.M.R., Wu A.H.B., Lynch K.L., Ho R.Y.",57192656850;36497514800;56416980600;36129726500;57191495956;,Synthetic agents off the darknet: a case of U-47700 and phenazepam abuse,2017,Clinical Toxicology,55,1,,71,72,,23,10.1080/15563650.2016.1240806,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991037576&doi=10.1080%2f15563650.2016.1240806&partnerID=40&md5=4ea0af596041e4b2d0ced20f5310f7a3,"Department of Emergency Medicine, University of California, San Francisco California Poison Control System, San Francisco, United States; Department of Laboratory Medicine, University of California, San Francisco, United States; California Poison Control System, San Francisco Division Department of Clinical Pharmacy, University of California, San Francisco, United States","Vo, K.T., Department of Emergency Medicine, University of California, San Francisco California Poison Control System, San Francisco, United States; van Wijk, X.M.R., Department of Laboratory Medicine, University of California, San Francisco, United States; Wu, A.H.B., Department of Laboratory Medicine, University of California, San Francisco, United States; Lynch, K.L., Department of Laboratory Medicine, University of California, San Francisco, United States; Ho, R.Y., California Poison Control System, San Francisco Division Department of Clinical Pharmacy, University of California, San Francisco, United States",,"benzodiazepine; creatinine; opiate; phenazepam; u 47700; unclassified drug; benzamide derivative; benzodiazepine derivative; narcotic analgesic agent; phenazepam; U-47700; adult; case report; consciousness; cross reaction; drug abuse; drug blood level; drug screening; emergency ward; estimated glomerular filtration rate; hospital discharge; human; hydration; immunoassay; Letter; liquid chromatography-mass spectrometry; male; neutrophil count; serum; urinalysis; procedures; substance abuse; Substance-Related Disorders; urine; Adult; Analgesics, Opioid; Benzamides; Benzodiazepines; Humans; Male; Substance Abuse Detection; Substance-Related Disorders",,Letter,Final,,Scopus,2-s2.0-84991037576,,IFSMS 2019,Drugs,Drugs
"Chen J.-J., Han M.-Y., Gong T., Yang J.-L., Zhu P.",56893180600;57194693117;56545194800;36681639500;57203400669;,Recent progress in ergot alkaloid research,2017,RSC Advances,7,44,,27384,27396,,23,10.1039/c7ra03152a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021653094&doi=10.1039%2fc7ra03152a&partnerID=40&md5=ad6b86dd634bda7ab3b786c8e1e7800a,"State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China","Chen, J.-J., State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China; Han, M.-Y., State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China; Gong, T., State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China; Yang, J.-L., State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China; Zhu, P., State Key Laboratory of Bioactive Substance and Function of Natural Medicines, Key Laboratory of Biosynthesis of Natural Products of National Health and Family Planning Commission, Institute of Materia Medica, Peking Union Medical College, Chinese Academy of Medical Sciences, 1 Xian Nong Tan Street, Beijing, 100050, China",,Alkaloids; Biochemistry; Biosynthesis; Genes; Metabolites; Biosynthetic pathway; Functional characterization; Genome sequencing; Indole derivatives; Optimization strategy; Pharmacological activity; Possible mechanisms; Recombinant strains; Chemical compounds,"Zhu, P.; State Key Laboratory of Bioactive Substance and Function of Natural Medicines, 1 Xian Nong Tan Street, China; email: zhuping@imm.ac.cn",Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85021653094,,IFSMS 2019,Drugs,Drugs
"Andrade A.F.B., Mamo S.K., Gonzalez-Rodriguez J.",57189255358;56518023100;7004803809;,Rapid screening method for new psychoactive substances of forensic interest: Electrochemistry and analytical determination of phenethylamines derivatives (NBOMe) via cyclic and differential pulse voltammetry,2016,Analytical Chemistry,89,3,,1445,1452,,23,10.1021/acs.analchem.6b02426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017174072&doi=10.1021%2facs.analchem.6b02426&partnerID=40&md5=e6911f1cbd7bc4f7793dc3e751eaacae,"Criminalistic Institute, Federal District Civil Police, SPO, lote 23, bloco E, 70.610-200, Brasilia, DF, Brazil; School of Chemistry, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom","Andrade, A.F.B., Criminalistic Institute, Federal District Civil Police, SPO, lote 23, bloco E, 70.610-200, Brasilia, DF, Brazil, School of Chemistry, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom; Mamo, S.K., School of Chemistry, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom; Gonzalez-Rodriguez, J., School of Chemistry, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom",,"C (programming language); Drug products; Electrochemical oxidation; Forensic science; Voltammetry; Analytical determination; Analytical signals; Differential pulse voltammetry; Lower limit of quantitations; Rapid screening; Screening methods; Screening procedures; Voltammetric behaviors; Screening; 2-(4-bromo-2,5-dimethoxyphenyl)-N-((2-methoxyphenyl)methyl)ethanamine; 2-(4-iodo-2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine; anisole derivative; homoveratrylamine; phenethylamine derivative; psychotropic agent; analogs and derivatives; chemistry; electrochemical analysis; forensic medicine; limit of detection; pH; procedures; Anisoles; Dimethoxyphenylethylamine; Electrochemical Techniques; Forensic Medicine; Hydrogen-Ion Concentration; Limit of Detection; Phenethylamines; Psychotropic Drugs","Gonzalez-Rodriguez, J.; School of Chemistry, Brayford Pool, United Kingdom; email: jgonzalezrodriguez@lincoln.ac.uk",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85017174072,,IFSMS 2019,Drugs,Drugs
"McAlister S., Ou Y., Neff E., Hapgood K., Story D., Mealey P., McGain F.",36151124300;57191737187;57191728797;6602575631;7006802061;57191727565;7801417438;,The Environmental footprint of morphine: A life cycle assessment from opium poppy farming to the packaged drug,2016,BMJ Open,6,10,e013302,,,,23,10.1136/bmjopen-2016-013302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992549144&doi=10.1136%2fbmjopen-2016-013302&partnerID=40&md5=23b01fbcfe753afb7be3b0928658f6b6,"Eco Quantum Life Cycle Consultants, Brunswick, VIC, Australia; Department of Chemical Engineering, Monash University, Clayton, VIC, Australia; Sun Pharmaceuticals, Princes Highway, Port Fairy, VIC, Australia; University of Melbourne, Melbourne, VIC, Australia; Baxter Australia, Toongabbie, Sydney, NSW, Australia; Western Health, Footscray, VIC, Australia","McAlister, S., Eco Quantum Life Cycle Consultants, Brunswick, VIC, Australia; Ou, Y., Department of Chemical Engineering, Monash University, Clayton, VIC, Australia; Neff, E., Sun Pharmaceuticals, Princes Highway, Port Fairy, VIC, Australia; Hapgood, K., Department of Chemical Engineering, Monash University, Clayton, VIC, Australia; Story, D., University of Melbourne, Melbourne, VIC, Australia; Mealey, P., Baxter Australia, Toongabbie, Sydney, NSW, Australia; McGain, F., Western Health, Footscray, VIC, Australia",,morphine; morphine sulfate; opiate; carbon dioxide; morphine; plant extract; water; agricultural worker; ampoule; Article; Australian; carbon footprint; climate change; drug manufacture; drug packaging; drug pellet; environmental impact; life cycle assessment; Papaver somniferum; plant water use; agriculture; Australia; climate change; drug dosage form; environmental protection; human; instrument sterilization; Papaver; supply and distribution; Agriculture; Australia; Carbon Dioxide; Carbon Footprint; Climate Change; Conservation of Natural Resources; Dosage Forms; Drug Packaging; Humans; Morphine; Papaver; Plant Extracts; Sterilization; Water,"McGain, F.; Western HealthAustralia; email: forbes.mcgain@wh.org.au",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84992549144,,IFSMS 2019,Drugs,Drugs
"Mohamed K.M., Al-Hazmi A.H., Alasiri A.M., Ali M.E.-S.",57226800216;57190983297;57190983586;57190982557;,"A GC-MS Method for Detection and Quantification of Cathine, Cathinone, Methcathinone and Ephedrine in Oral Fluid",2016,Journal of Chromatographic Science,54,8,,1271,1276,,23,10.1093/chromsci/bmw082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984950086&doi=10.1093%2fchromsci%2fbmw082&partnerID=40&md5=27c018c1acd275f61ad38a4fbbf28e67,"Forensic Chemistry Department, College of Forensic Sciences, Naif Arab University for Security Sciences, Riyadh, Saudi Arabia","Mohamed, K.M., Forensic Chemistry Department, College of Forensic Sciences, Naif Arab University for Security Sciences, Riyadh, Saudi Arabia; Al-Hazmi, A.H., Forensic Chemistry Department, College of Forensic Sciences, Naif Arab University for Security Sciences, Riyadh, Saudi Arabia; Alasiri, A.M., Forensic Chemistry Department, College of Forensic Sciences, Naif Arab University for Security Sciences, Riyadh, Saudi Arabia; Ali, M.E.-S., Forensic Chemistry Department, College of Forensic Sciences, Naif Arab University for Security Sciences, Riyadh, Saudi Arabia",,"alkaloid; cathinone; central stimulant agent; ephedrine; monomethylpropion; norpseudoephedrine; phenylpropanolamine; propiophenone derivative; street drug; chemistry; clinical chemistry; human; mass fragmentography; procedures; reproducibility; saliva; Alkaloids; Central Nervous System Stimulants; Chemistry, Clinical; Ephedrine; Gas Chromatography-Mass Spectrometry; Humans; Phenylpropanolamine; Propiophenones; Reproducibility of Results; Saliva; Street Drugs","Mohamed, K.M.; Forensic Chemistry Department, Saudi Arabia; email: khaled.masoud@yahoo.com",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84984950086,,IFSMS 2019,Drugs,Drugs
"Lesiak A.D., Musah R.A.",55355425100;6603027284;,Application of ambient ionization high resolution mass spectrometry to determination of the botanical provenance of the constituents of psychoactive drug mixtures,2016,Forensic Science International,266,,,271,280,,23,10.1016/j.forsciint.2016.06.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976598120&doi=10.1016%2fj.forsciint.2016.06.009&partnerID=40&md5=0d180ba943d3cf7276134770d68bf79b,"Department of Chemistry, University at Albany-State University of New York, 1400 Washington Ave, AlbanyNY  12222, United States","Lesiak, A.D., Department of Chemistry, University at Albany-State University of New York, 1400 Washington Ave, AlbanyNY  12222, United States; Musah, R.A., Department of Chemistry, University at Albany-State University of New York, 1400 Washington Ave, AlbanyNY  12222, United States",Ambient ionization; Ayahusaca; DART-HRMS; Dimethyltryptamine (DMT); Drug analysis; Plant-based drugs of abuse,"harmaline; harmine; n,n dimethyltryptamine; psychotropic agent; n,n dimethyltryptamine; psychotropic agent; accuracy; Article; ayahuasca; beverage; biochemical composition; direct analysis in real time high resolution mass spectrometry; drug determination; drug mixture; drug structure; mass spectrometry; phytochemistry; priority journal; reproducibility; validation process; Banisteriopsis; chemistry; forensic science; plant; procedures; Banisteriopsis; Forensic Sciences; Mass Spectrometry; N,N-Dimethyltryptamine; Plants; Psychotropic Drugs","Musah, R.A.; Department of Chemistry, 1400 Washington Ave, Albany, United States; email: rmusah@albany.edu",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84976598120,,IFSMS 2019,Drugs,Drugs
"Silveira G.D.O., Belitsky T.T., Loddi S., Rodrigues de Oliveira C.D., Zucoloto A.D., Fruchtengarten L.V.G., Yonamine M.",57170086100;57170380700;57170895800;15832950200;57170755200;57170879900;6701353320;,"Development of a method for the determination of cocaine, cocaethylene and norcocaine in human breast milk using liquid phase microextraction and gas chromatography-mass spectrometry",2016,Forensic Science International,265,,,22,28,,23,10.1016/j.forsciint.2016.01.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960945485&doi=10.1016%2fj.forsciint.2016.01.007&partnerID=40&md5=bda3e93e6abc12020bb69cf9011257d8,"Faculty of Pharmaceutical Sciences, University of São Paulo, Brazil; Poison Control Center of Sao Paulo, Hospital Dr. Arthur Ribeiro de Saboya, Brazil","Silveira, G.D.O., Faculty of Pharmaceutical Sciences, University of São Paulo, Brazil; Belitsky, T.T., Faculty of Pharmaceutical Sciences, University of São Paulo, Brazil; Loddi, S., Poison Control Center of Sao Paulo, Hospital Dr. Arthur Ribeiro de Saboya, Brazil; Rodrigues de Oliveira, C.D., Poison Control Center of Sao Paulo, Hospital Dr. Arthur Ribeiro de Saboya, Brazil; Zucoloto, A.D., Poison Control Center of Sao Paulo, Hospital Dr. Arthur Ribeiro de Saboya, Brazil; Fruchtengarten, L.V.G., Poison Control Center of Sao Paulo, Hospital Dr. Arthur Ribeiro de Saboya, Brazil; Yonamine, M., Faculty of Pharmaceutical Sciences, University of São Paulo, Brazil",Breast milk; Cocaine; Gas chromatography mass spectrometry; Infant; Liquid phase microextraction,"cannabinoid; cocaine; homococaine; norcocaine; cocaine; homococaine; norcocaine; adult; Article; bioavailability; breast milk; concentration (parameters); controlled study; female; human; limit of detection; limit of quantitation; liquid chromatography; liquid phase microextraction; mass fragmentography; measurement accuracy; measurement precision; molecular stability; priority journal; sensitivity and specificity; validation process; analogs and derivatives; blood; breast milk; chemistry; forensic medicine; liquid phase microextraction; mass fragmentography; procedures; reproducibility; substance abuse; validation study; Cocaine; Female; Forensic Medicine; Gas Chromatography-Mass Spectrometry; Humans; Liquid Phase Microextraction; Milk, Human; Reproducibility of Results; Substance Abuse Detection","Silveira, G.D.O.; Faculty of Pharmaceutical Sciences, 580 Professor Lineu Prestes Avenue, Block 13B, Brazil; email: silveirago@usp.br",Article,Final,,Scopus,2-s2.0-84960945485,,IFSMS 2019,Drugs,Drugs
"Snyder D.T., Pulliam C.J., Cooks R.G.",56508980600;54881393200;7102819039;,Single analyzer precursor scans using an ion trap,2016,Rapid Communications in Mass Spectrometry,30,7,,800,804,,23,10.1002/rcm.7500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960352833&doi=10.1002%2frcm.7500&partnerID=40&md5=d59f920d68efe92cc1308ef2f7411ee1,"Department of Chemistry, Center for Analytical Instrumentation Development, Purdue University, West Lafayette, IN  47907, United States","Snyder, D.T., Department of Chemistry, Center for Analytical Instrumentation Development, Purdue University, West Lafayette, IN  47907, United States; Pulliam, C.J., Department of Chemistry, Center for Analytical Instrumentation Development, Purdue University, West Lafayette, IN  47907, United States; Cooks, R.G., Department of Chemistry, Center for Analytical Instrumentation Development, Purdue University, West Lafayette, IN  47907, United States",,,"Cooks, R.G.; Department of Chemistry, United States; email: cooks@purdue.edu",Article,Final,,Scopus,2-s2.0-84960352833,,IFSMS 2019,Drugs,Drugs
"Hong W.-Y., Ko Y.-C., Lin M.-C., Wang P.-Y., Chen Y.-P., Chiueh L.-C., Shih D.Y.-C., Chou H.-K., Cheng H.-F.",57158268100;57158321300;57157911500;57157613500;56191392300;55511099500;7101852603;57158525100;7404285685;,Determination of synthetic cathinones in urine using gas chromatography-mass spectrometry techniques,2016,Journal of Analytical Toxicology,40,1,bkv108,12,16,,23,10.1093/jat/bkv108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960082131&doi=10.1093%2fjat%2fbkv108&partnerID=40&md5=3d70aa0d8fa242a3c41173d184cec85a,"Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan","Hong, W.-Y., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Ko, Y.-C., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Lin, M.-C., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Wang, P.-Y., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Chen, Y.-P., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Chiueh, L.-C., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Shih, D.Y.-C., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Chou, H.-K., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan; Cheng, H.-F., Food and Drug Administration, Ministry of Health and Welfare, Taipei, Taiwan",,"4' methylmethcathinone; butylone; cathinone; ethylone; methylenedioxypyrovalerone; methylone; pentylone; unclassified drug; 1,3 benzodioxole derivative; 2-ethylammonio-1-(3,4-methylenedioxyphenyl)propane-1-one chloride; 2-methylamino-1-(3,4-methylenedioxyphenyl)butan-1-one; 3,4 methylenedioxyamphetamine; 3,4-methylenedioxypyrovalerone; acetone; amphetamine derivative; designer drug; ethylamine; methamphetamine; pyrrolidine derivative; accuracy; Article; calibration; controlled study; derivatization; drug determination; drug urine level; human; ion monitoring; limit of detection; mass fragmentography; solid phase extraction; urinalysis; analogs and derivatives; evaluation study; mass fragmentography; procedures; reproducibility; standards; substance abuse; urine; 3,4-Methylenedioxyamphetamine; Acetone; Amphetamines; Benzodioxoles; Calibration; Designer Drugs; Ethylamines; Gas Chromatography-Mass Spectrometry; Humans; Limit of Detection; Methamphetamine; Pyrrolidines; Reproducibility of Results; Solid Phase Extraction; Substance Abuse Detection; Urinalysis","Cheng, H.-F.; Food and Drug Administration, Taiwan; email: eteredu@gmail.com",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84960082131,,IFSMS 2019,Drugs,Drugs
