Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Kram T.C., Lurie I.S.",23122874700;7006426157;,The determination of enantiomeric composition of methamphetamine by 1H-NMR spectroscopy,1992,Forensic Science International,55,2,NA,131,137,NA,18,10.1016/0379-0738(92)90119-H,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026779216&doi=10.1016%2f0379-0738%2892%2990119-H&partnerID=40&md5=755ca6042759d70a22de08b0ee6de908,"Columbine Associates, 1112 Columbine Way, Rockville, MD 0853-1722 USA, United States; Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Rd, McLean, VA 22102-3494, United States","Kram, T.C., Columbine Associates, 1112 Columbine Way, Rockville, MD 0853-1722 USA, United States; Lurie, I.S., Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Rd, McLean, VA 22102-3494, United States","2,3,4,6-Tetra-O-acetyl-Î²-d-glucopyranosyl isothiocyanate; Enantiomer determination; Methamphetamine; Nuclear magnetic resonance",isothiocyanic acid derivative; methamphetamine; article; diastereoisomer; enantiomer; nuclear magnetic resonance; priority journal; proton nuclear magnetic resonance; stereochemistry; stereospecificity,"Lurie, I.S.; Special Testing and Research Laboratory, 7704 Old Springhouse Rd, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0026779216,,IFSMS 1995,Drugs,Drugs
Churchill K. T.,,Angel Trumpet,1995,Microgram,28,,,250,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
Roy M.,7402902278;,Analysis of Barbiturates using Ion Trap and Quadrupole Mass Spectrometers: A Comparison,1994,Journal of the Canadian Society of Forensic Science,27,1,NA,19,33,NA,1,10.1080/00085030.1994.10757022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028278209&doi=10.1080%2f00085030.1994.10757022&partnerID=40&md5=e3d36cbbf464c65a40673064a9d0dd90,"RCMP Central Forensic Laboratory, 1200 Vanier Parkway, Ottawa, ON, K1G 3M8, Canada","Roy, M., RCMP Central Forensic Laboratory, 1200 Vanier Parkway, Ottawa, ON, K1G 3M8, Canada",NA,allobarbital; amobarbital; aprobarbital; barbital; barbituric acid derivative; butalbital; butethal; heptabarb; hexobarbital; metharbital; methohexital; methylphenobarbital; pentobarbital; phenobarbital; secbutabarbital; secobarbital; talbutal; thiamylal; thiopental; article; drug analysis; intermethod comparison; ionization; mass spectrometry; molecular weight,"Roy, M.; RCMP Central Forensic Laboratory, 1200 Vanier Parkway, Ottawa, ON, K1G 3M8, Canada",Article,Final,NA,Scopus,2-s2.0-0028278209,,IFSMS 1995,Drugs,Drugs
Ryan T.W.,7402340882;,Resolution of the Non-Specific Spectra of Barbiturates by Uv-Photodiode Array Detection. II. Effects of: Sample Concentration on Spectral Matching Accuracy,1993,Journal of Liquid Chromatography,16,1,NA,33,49,NA,9,10.1080/10826079308020895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027529953&doi=10.1080%2f10826079308020895&partnerID=40&md5=1c908d82ed1455a064ad0601b2f25a52,"Ganes Chemicals Inc., Industrial Park Road, Pennsville, New Jersey, 08070, United States","Ryan, T.W., Ganes Chemicals Inc., Industrial Park Road, Pennsville, New Jersey, 08070, United States",NA,Arrays; Composition effects; Drug products; Photodiodes; Ultraviolet detectors; Barbiturates; Spectral matching; Spectroscopic analysis; amobarbital; barbituric acid derivative; pentobarbital; phenobarbital; secbutabarbital; secobarbital; article; central nervous system depression; drug blood level; drug mixture; sampling; ultraviolet spectrophotometry,"Ryan, T.W.; Ganes Chemicals Inc., Industrial Park Road, Pennsville, New Jersey, 08070, United States",Article,Final,NA,Scopus,2-s2.0-0027529953,,IFSMS 1995,Drugs,Drugs
"Rochholz G., Ahrens B., Schutz H.",6603388287;7006206124;7101837455;,Modified screening procedure with fluorescence detection for flunitrazepam and its metabolites via acridine derivatives,1994,Arzneimittel-Forschung/Drug Research,44,4,NA,469,471,NA,5,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028293333&partnerID=40&md5=3e876786537250786f19cd850dc25342,"Institute of Legal Medicine, University of Giessen, Frankfurter Str. 58, D-35392 Giessen, Germany","Rochholz, G., Institute of Legal Medicine, University of Giessen, Frankfurter Str. 58, D-35392 Giessen, Germany; Ahrens, B., Institute of Legal Medicine, University of Giessen, Frankfurter Str. 58, D-35392 Giessen, Germany; Schutz, H., Institute of Legal Medicine, University of Giessen, Frankfurter Str. 58, D-35392 Giessen, Germany","benzodiazepines, metabolites, screening, thin-layer chromatography; CAS 1622-62-4; flunitrazepam","drug metabolite; flunitrazepam; article; derivatization; drug identification; drug urine level; fluorescence; human; human tissue; thin layer chromatography; Acridines; Chromatography, Thin Layer; Flunitrazepam; Human; Hydrolysis; Spectrometry, Fluorescence; Spectrophotometry, Ultraviolet","Schutz, H.; Institute of Legal Medicine, Frankfurter Str. 58, D-35392 Giessen, Germany",Article,Final,NA,Scopus,2-s2.0-0028293333,,IFSMS 1995,Drugs,Drugs
"Ripani L., Lovera P., Muzi F., Schiavon S.",,GC/MS Analysis of a Fruit Juice Extract that was Suspected to be a Narcotic Beverage,1994,Microgram,27,,,149,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Neville G.A., Beckstead H.D., Shurvell H.F.",7004228370;6602953951;6701457998;,"A Fourier transformâ€Raman and infrared vibrational study of delorazepam, fludiazepam, flurazepam, and tetrazepam",1994,Journal of Pharmaceutical Sciences,83,2,NA,143,151,NA,19,10.1002/jps.2600830207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028277291&doi=10.1002%2fjps.2600830207&partnerID=40&md5=ff1e43ea3faf04fda50d9e614dfd4d6c,"Bureau of Drug Research, Health Protection Branch, Health and Welfare Canada, Tunney's Pasture, Ottawa, Ontario, K1A 0L2, Canada; Department of Chemistry, Queen's University, Kingston, Ontario, K7L 3N6, Canada","Neville, G.A., Bureau of Drug Research, Health Protection Branch, Health and Welfare Canada, Tunney's Pasture, Ottawa, Ontario, K1A 0L2, Canada; Beckstead, H.D., Bureau of Drug Research, Health Protection Branch, Health and Welfare Canada, Tunney's Pasture, Ottawa, Ontario, K1A 0L2, Canada; Shurvell, H.F., Department of Chemistry, Queen's University, Kingston, Ontario, K7L 3N6, Canada",NA,"delorazepam; diazepam; fludiazepam; flurazepam; nitrazepam; oxazepam; tetrazepam; article; drug effect; drug mechanism; drug quality; drug structure; fourier transformation; hydrogen bond; infrared radiation; nonhuman; raman spectrometry; spectroscopy; thermography; Anti-Anxiety Agents, Benzodiazepine; Fourier Analysis; Hydrogen Bonding; Spectroscopy, Fourier Transform Infrared; Spectrum Analysis, Raman; Support, Non-U.S. Gov't","Neville, G.A.; Bureau of Drug Research, Tunney's Pasture, Ottawa, Ontario, K1A 0L2, Canada",Article,Final,NA,Scopus,2-s2.0-0028277291,,IFSMS 1995,Drugs,Drugs
"Shimamine M., Masunari T., Nakahara Y.",7003824320;6507844840;57217788185;,Studies on identification of drugs of abuse by diode array detection. I. Screeningtest and identification of benzodiazepines by HPLC-DAD with ICOS software system,1993,Bulletin of the National Institute of Hygienic Sciences,NA,111,NA,47,56,NA,2,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027771968&partnerID=40&md5=693f51939793c8b9836e4c496c077507,NA,"Shimamine, M.; Masunari, T.; Nakahara, Y.",NA,"alprazolam; benzodiazepine; bromazepam; chlordiazepoxide; clonazepam; clotiazepam; cloxazolam; diazepam; estazolam; fludiazepam; flunitrazepam; flurazepam; lorazepam; lormetazepam; medazepam; midazolam; nimetazepam; nitrazepam; oxazepam; prazepam; triazolam; article; drug identification; drug screening; high performance liquid chromatography; Benzodiazepines; Chromatography, High Pressure Liquid; English Abstract; Software; Substance Abuse Detection",NA,Article,Final,NA,Scopus,2-s2.0-0027771968,,IFSMS 1995,Drugs,Drugs
"Lurie I.S., Cooper D.A., Klein R.F.X.",7006426157;7404354932;7404357818;,"High-performance liquid chromatographic analysis of benzodiazepines using diode array, electrochemical and thermospray mass spectrometric detection",1992,Journal of Chromatography A,598,1,NA,59,66,NA,24,10.1016/0021-9673(92)85114-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026587959&doi=10.1016%2f0021-9673%2892%2985114-9&partnerID=40&md5=6adc46ec2ec63595517280f2c9f91cf4,"Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","Lurie, I.S., Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Cooper, D.A., Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Klein, R.F.X., Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",NA,alprazolam; benzodiazepine; bromazepam; chlordiazepoxide; clonazepam; clorazepate; dealkylflurazepam; demoxepam; diazepam; flunitrazepam; halazepam; lorazepam; midazolam; nitrazepam; nordazepam; oxazepam; temazepam; tetrazepam; triazolam; article; drug determination; drug mixture; electrochemistry; high performance liquid chromatography; mass spectrometry; priority journal,"Lurie, I.S.; Special Testing and Research Laboratory, Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0026587959,,IFSMS 1995,Drugs,Drugs
"Noggle F.T., DeRuiter J., Clark C.R.",,"Analytical Profiles of 4-Bromo-2,5-Dimethoxyphenethylamine (NEXUS) and Related Precursor Chemicals",1994,Microgram,27,,,343,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
Chamakura R.P.,,Bufotenine-a hallucinogen in ancient snuff powders of South America and a drug of abuse on the streets of New York City,1994,Forensic Sci. Rev.,6,1,,1,18,,14,,https://europepmc.org/article/med/26270149,"New York City Police Laboratory, New York, NY, United States","Chamakura R.P., New York City Police Laboratory, New York, NY, United States",Bufotenine; forensic chemistry; genus Anadenanthera; hallucinogen; indole alkaloid; tryptamine derivative,,,,Final,,Scopus,2-s2.0-10144223769,,IFSMS 1995,Drugs,Drugs
Chamakura R.P.,NA,Tryptamines,1994,Microgram,27,NA,NA,316,329,NA,8,NA,NA,NA,"Chamakura, R.P.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0011814644,,IFSMS 1995,Drugs,Drugs
Vohlken B.A.,NA,"Bufotenine and psilocin, mass spectral distinctions",1993,Microgram,26,10,NA,233,234,NA,2,NA,NA,NA,"Vohlken, B.A.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-10344244445,,IFSMS 1995,Drugs,Drugs
Chamakura R.P.,NA,Bufotenine,1993,Microgram,26,8,NA,185,192,NA,5,NA,NA,NA,"Chamakura, R.P.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-10344221508,,IFSMS 1995,Drugs,Drugs
Krueger S.T.,7103119035;,New application for the quantitation of cocaine base by gas chromatography,1994,Journal of Forensic Sciences,39,1,NA,177,185,NA,7,10.1520/jfs13583j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028674476&doi=10.1520%2fjfs13583j&partnerID=40&md5=ffa01fe665c007e9ac9929cef7e8dfa0,"Drug Enforcement Administration, Mid-Atlantic Laboratory, Washington, DC 20532, United States","Krueger, S.T., Drug Enforcement Administration, Mid-Atlantic Laboratory, Washington, DC 20532, United States",chromatographic analysis; cocaine base; forensic science; linear transformations; quantitation,cocaine; hydrocarbon; scopolamine; solvent; article; gas chromatography; priority journal; standard,"Krueger, S.T.; Drug Enforcement Administration, , Washington, DC 20532, United States",Article,Final,NA,Scopus,2-s2.0-0028674476,,IFSMS 1995,Drugs,Drugs
"Trenerry V.C., Robertson J., Wells R.J.",6701588957;7404531595;7402058947;,The determination of cocaine and related substances by micellar electrokinetic capillary chromatography,1994,ELECTROPHORESIS,15,1,NA,103,108,NA,43,10.1002/elps.1150150116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027979248&doi=10.1002%2felps.1150150116&partnerID=40&md5=4b04f88158c1dae96cdfc743b1666234,"Australian Government Analytical Laboratories, Seaton, South Australia, Australia; Weston, Australian Capital Territory, Australia; Australian Government Analytical Laboratories, Pymble, New South Wales, Australia","Trenerry, V.C., Australian Government Analytical Laboratories, Seaton, South Australia, Australia; Robertson, J., Weston, Australian Capital Territory, Australia; Wells, R.J., Australian Government Analytical Laboratories, Pymble, New South Wales, Australia",NA,"benzocaine; benzoylecgonine; cocaine; diamorphine; lidocaine; pholcodine; procaine; tetracaine; chromatography; conference paper; micellar electrokinetic chromatography; Buffers; Capillarity; Chromatography; Chromatography, Gas; Chromatography, High Pressure Liquid; Cocaine; Comparative Study; Electrochemistry; Heroin; Human; Kinetics; Micelles; Quality Control; Support, Non-U.S. Gov't","Wells, R.J.; Australian Government Analytical Laboratories, 1 Suakin Street, Pymble, New South Wales, 2073, Australia",Article,Final,NA,Scopus,2-s2.0-0027979248,,IFSMS 1995,Drugs,Drugs
