Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"McAvoy Y., Cole M.D., Gueniat O.",6506553287;7401806353;6506195979;,"Analysis of amphetamines by supercritical fluid chromatography, high-performance liquid chromatography, gas chromatography and capillary zone electrophoresis; a preliminary comparison",1999,Forensic Science International,102,1,NA,13,22,NA,12,10.1016/S0379-0738(99)00041-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033064453&doi=10.1016%2fS0379-0738%2899%2900041-9&partnerID=40&md5=243b242ea89cf6bd9c6a64ec8732fa18,"Forensic Science Unit, Univ. Strathclyde, Dept. Pure A., Glasgow, United Kingdom; Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, CH-1002, Lausanne-Dorigny, Switzerland","McAvoy, Y., Forensic Science Unit, Univ. Strathclyde, Dept. Pure A., Glasgow, United Kingdom; Cole, M.D., Forensic Science Unit, Univ. Strathclyde, Dept. Pure A., Glasgow, United Kingdom; Gueniat, O., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, CH-1002, Lausanne-Dorigny, Switzerland","3,4-Methylenedioxyamphetamine (MDA); 3,4-Methylenedioxyethylamphetamine (MDEA); 3,4-Methylenedioxymethylamphetamine (MDMA, Ecstasy); Amphetamine; Capillary zone electrophoresis; Gas chromatography; High-performance liquid chromatography; Methamphetamine; Supercritical fluid chromatography",amphetamine; phenyl isothiocyanate; article; capillary zone electrophoresis; drug determination; gas chromatography; high performance liquid chromatography; mass spectrometry; priority journal; supercritical fluid chromatography; technique,"Cole, M.D.; Forensic Science Unit, 204 George Street, Glasgow G1 1XW, United Kingdom; email: m.d.cole@strath.ac.uk",Article,Final,NA,Scopus,2-s2.0-0033064453,,IFSMS 2001,Drugs,Drugs
"Dirinck I., Meyer E., Van Bocxlaer J., Lambert W., De Leenheer A.",6603297161;7401539287;18839154000;56219494200;7101848241;,Application of gas chromatography-Fourier transform infrared spectrometry to the analysis of amphetamine analogues,1998,Journal of Chromatography A,819,1--2,NA,155,159,NA,15,10.1016/S0021-9673(98)00524-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031694122&doi=10.1016%2fS0021-9673%2898%2900524-X&partnerID=40&md5=9bd8088e2ee2e9c035b5ba569b9c75e4,"Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium","Dirinck, I., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium; Meyer, E., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium; Van Bocxlaer, J., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium; Lambert, W., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium; De Leenheer, A., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Ghent, Belgium",Amphetamines; Detection; Infrared spectrometry,"3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; amphetamine; amphetamine derivative; brolamfetamine; caffeine; n ethyl 3,4 methylenedioxyamphetamine; phenethylamine derivative; conference paper; controlled study; drug determination; gas chromatography; infrared spectroscopy; powder; priority journal; standard; tablet","De Leenheer, A.; Laboratorium voor Toxicologie, Harelbekestraat 72, B-9000 Ghent, Belgium",Conference Paper,Final,NA,Scopus,2-s2.0-0031694122,,IFSMS 2001,Drugs,Drugs
Herraez-HernÃ¡ndez R.,7003806955;,Chiral determination of amphetamine and related compounds using chloroformates for derivatization and high-performance liquid chromatography,1998,Analyst,123,10,NA,2131,2137,NA,29,10.1039/a802543f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031758916&doi=10.1039%2fa802543f&partnerID=40&md5=6c5e2df1c2374f86795cab7b47ab57b5,"Departamento de QuÃ­mica Analitica, Facultad de QuÃ­mica, Universidad de Valencia, Doctor Moliner 50, 46100-Burjassot, Spain","HerrÃ¡ez-HernÃ¡ndez, R., Departamento de QuÃ­mica Analitica, Facultad de QuÃ­mica, Universidad de Valencia, Doctor Moliner 50, 46100-Burjassot, Spain",NA,9 fluorenylmethyl chloroformate proline; amphetamine; amphetamine derivative; beta cyclodextrin; ephedrine; ergocalciferol; mirazul; proline derivative; pseudoephedrine; unclassified drug; article; chemical structure; chirality; controlled study; derivatization; drug analysis; enantiomer; liquid chromatography; pH; reaction time,"Campins-Falco, P.; Departamento de Quimica Analitica, Doctor Moliner 50, 46100-Burjassot, Spain",Article,Final,NA,Scopus,2-s2.0-0031758916,,IFSMS 2001,Drugs,Drugs
Malone J.V.,,HPLC Quantitation of clandestinely manufactured mixtures of amphetamine and methamphetamine,1998,J Clan Lab Invest Chem Assoc,8,4,,26,,,,,,,,,,,,,,,,,IFSMS 2001,Drugs,Drugs
Malone J.V.,,HPLC Quantitation of clandestinely manufactured mixtures of amphetamine and methamphetamine,1998,Microgram,31,11,,304,,,,,,,,,,,,,,,,,IFSMS 2001,Drugs,Drugs
Dal Cason T.A.,,The identification of 4-methoxyamphetamine (PMA) and 4-methoxy-methamphetamine,2000,Microgram,33,8,,207,222,,,,,,,,,,,,,,,,IFSMS 2001,Drugs,Drugs
"Poortman A.J., Lock E.",6602456268;7005050024;,"Analytical profile of 4-methylthioamphetamine (4-MTA), a new street drug",1999,Forensic Science International,100,3,NA,221,233,NA,44,10.1016/S0379-0738(98)00214-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032918810&doi=10.1016%2fS0379-0738%2898%2900214-X&partnerID=40&md5=f8d38beecf50c9640d5b9153d5a37e7f,"Forensic Science Laboratory, Min. Justice, Volmerlaan 17, 2288 GD, Rijswijk, Netherlands; Inst. Police Sci. et de Criminologie, Univ. of Lausanne, BCH-UNIL, 1015, Lausanne-Dorigny, Switzerland","Poortman, A.J., Forensic Science Laboratory, Min. Justice, Volmerlaan 17, 2288 GD, Rijswijk, Netherlands; Lock, E., Inst. Police Sci. et de Criminologie, Univ. of Lausanne, BCH-UNIL, 1015, Lausanne-Dorigny, Switzerland",NA,"amphetamine derivative; street drug; article; capillary electrophoresis; drug analysis; drug manufacture; gas chromatography; infrared spectrophotometry; laboratory; mass spectrometry; nuclear magnetic resonance spectroscopy; priority journal; tablet; thin layer chromatography; ultraviolet spectrophotometry; Amphetamines; Chromatography, Thin Layer; Gas Chromatography-Mass Spectrometry; Humans; Magnetic Resonance Spectroscopy; Reference Standards; Serotonin Uptake Inhibitors; Spectrophotometry, Infrared; Street Drugs","Lock, E.; Inst. Police Scientifique/Criminol., , 1015 Lausanne-Dorigny, Switzerland",Article,Final,NA,Scopus,2-s2.0-0032918810,,IFSMS 2001,Drugs,Drugs
"Mao Y., Carr P.W.",55459006300;7201427786;,Separation of barbiturates and phenylthiohydantoin amino acids using the thermally tuned tandem column concept,2001,Analytical Chemistry,73,8,NA,1821,1830,NA,22,10.1021/ac001155s,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035870193&doi=10.1021%2fac001155s&partnerID=40&md5=afb747bbad2d30a55ca7aebba44901c6,"Department of Chemistry, University of Minnesota, Smith and Kolthoff Hall, 207 Pleasant Street SE, Minneapolis, MN 55455, United States","Mao, Y., Department of Chemistry, University of Minnesota, Smith and Kolthoff Hall, 207 Pleasant Street SE, Minneapolis, MN 55455, United States; Carr, P.W., Department of Chemistry, University of Minnesota, Smith and Kolthoff Hall, 207 Pleasant Street SE, Minneapolis, MN 55455, United States",NA,"Band spacing; Chemical bonds; Liquid chromatography; Optimization; Separation; Amino acids; amino acid; barbituric acid derivative; phenylthiohydantoin; zirconium; analytic method; article; reversed phase liquid chromatography; tandem mass spectrometry; temperature; Algorithms; Amino Acids; Barbiturates; Chromatography, High Pressure Liquid; Indicators and Reagents; Phenylthiohydantoin; Spectrophotometry, Ultraviolet","Carr, P.W.; Department of Chemistry, 207 Pleasant Street SE, Minneapolis, MN 55455, United States; email: carr@chem.umn.edu",Article,Final,NA,Scopus,2-s2.0-0035870193,,IFSMS 2001,Drugs,Drugs
"Chang W.-T., Lin D.-L., Low I.-A., Liu R.H.",26660550700;34973261500;57205842798;7404552094;,13C4-secobarbital as the internal standard for the quantitative determination of secobarbital - A critical evaluation,2000,Journal of Forensic Sciences,45,3,NA,659,664,NA,7,10.1520/jfs14743j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034124636&doi=10.1520%2fjfs14743j&partnerID=40&md5=14e83acafaf8c03842ca1fda93ede464,"Central Police University, Taoyuan, Taiwan; Sci. and Technical Research Center, Min. of Justice Investigation Bureau, P.O. Box 3562, Taipei, Taiwan; Graduate Program in Forensic Science, University of Alabama at Birmingham, Birmingham, AL 35294-2060, United States; Department of Forensic Science, Central Police University, Taoyuan, Taiwan","Chang, W.-T., Central Police University, Taoyuan, Taiwan, Department of Forensic Science, Central Police University, Taoyuan, Taiwan; Lin, D.-L., Sci. and Technical Research Center, Min. of Justice Investigation Bureau, P.O. Box 3562, Taipei, Taiwan; Low, I.-A., Central Police University, Taoyuan, Taiwan; Liu, R.H., Graduate Program in Forensic Science, University of Alabama at Birmingham, Birmingham, AL 35294-2060, United States",13C4-secobarbital; 2H5-secobarbital; Barbiturates; Cross-contribution; Forensic science; GC/MS; Internal standard; Toxicology,amobarbital; barbituric acid derivative; butalbital; carbon 13; deuterium; hexobarbital; pentobarbital; phenobarbital; secobarbital; article; drug determination; forensic medicine; gas chromatography; human; mass spectrometry; priority journal; quantitative assay; solid phase extraction; standard,"Chang, W.-T.; Department of Forensic Science, , Taoyuan, Taiwan; email: una030@sun4.cpu.edu.tw",Article,Final,NA,Scopus,2-s2.0-0034124636,,IFSMS 2001,Drugs,Drugs
"Fernandez Garci­a-Borregon P., Lores M., Cela R.",6504635446;7003972363;7006569217;,Analysis of barbiturates by micro-high-performance liquid chromatography with post-column photochemical derivatization,2000,Journal of Chromatography A,870,1--2,NA,39,44,NA,22,10.1016/S0021-9673(99)01227-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342905386&doi=10.1016%2fS0021-9673%2899%2901227-3&partnerID=40&md5=52196d1d03834fcf7bab2553ab873a1a,"Dpto. Quim. AnalÃ­tica, Nutr. Y Bromatologia, Fac. Quim., U., Santiago de Compostela, Spain","FernÃ¡ndez GarcÃ­a-BorregÃ³n, P., Dpto. Quim. AnalÃ­tica, Nutr. Y Bromatologia, Fac. Quim., U., Santiago de Compostela, Spain; Lores, M., Dpto. Quim. AnalÃ­tica, Nutr. Y Bromatologia, Fac. Quim., U., Santiago de Compostela, Spain; Cela, R., Dpto. Quim. AnalÃ­tica, Nutr. Y Bromatologia, Fac. Quim., U., Santiago de Compostela, Spain","Barbiturates; Derivatization, LC; Pharmaceutical analysis; Photochemical derivatization","amobarbital; barbital; barbituric acid derivative; butethal; pentobarbital; phenobarbital; secobarbital; article; controlled study; derivatization; drug blood level; high performance liquid chromatography; human; human tissue; in vitro study; irradiation; microanalysis; photochemistry; priority journal; technique; Barbiturates; Chromatography, High Pressure Liquid; Photochemistry; Spectrophotometry, Ultraviolet","Cela, R.; Dpto. Quimica Analitica, Avda. das Ciencias s/n, 15706 Santiago de Compostela, Spain; email: qnrctd@usc.es",Article,Final,NA,Scopus,2-s2.0-0342905386,,IFSMS 2001,Drugs,Drugs
"Cuenca-Benito M., Sagrado S., Villanueva-CamaÃ±as R.M., Medina-HernÃ¡ndez M.J.",6504364180;7004284629;35575872400;7005626612;,Quantitative retention-structure and retention-activity relationships of barbiturates by micellar liquid chromatography,1998,Journal of Chromatography A,814,1--2,NA,121,132,NA,65,10.1016/S0021-9673(98)00375-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031858147&doi=10.1016%2fS0021-9673%2898%2900375-6&partnerID=40&md5=b2571fab1f01ede01070817e25a97c6e,"Dept. de Quim. AnalÃ­tica, Universidad de Valencia, E-46100 Burjassot, Valencia, Spain","Cuenca-Benito, M., Dept. de Quim. AnalÃ­tica, Universidad de Valencia, E-46100 Burjassot, Valencia, Spain; Sagrado, S., Dept. de Quim. AnalÃ­tica, Universidad de Valencia, E-46100 Burjassot, Valencia, Spain; Villanueva-CamaÃ±as, R.M., Dept. de Quim. AnalÃ­tica, Universidad de Valencia, E-46100 Burjassot, Valencia, Spain; Medina-HernÃ¡ndez, M.J., Dept. de Quim. AnalÃ­tica, Universidad de Valencia, E-46100 Burjassot, Valencia, Spain",Barbiturates; Structure-activity relationships; Structure-retention relationships,allobarbital; amobarbital; aprobarbital; barbituric acid derivative; brallobarbital; butethal; hexobarbital; methylphenobarbital; pentobarbital; phenobarbital; secbutabarbital; secobarbital; article; micellar liquid chromatography; priority journal; quantitative structure activity relation,"Medina-Hernandez, M.J.; Departamento de Quimica Analitica, C/Vicente Andres Estelles s/n, E-46100 Burjassot, Valencia, Spain",Article,Final,NA,Scopus,2-s2.0-0031858147,,IFSMS 2001,Drugs,Drugs
