Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Cladrowa-Runge S., Hirz R., Kenndler E., Rizzi A.",6507983044;6602238613;56823709400;7101771463;,Enantiomeric separation of amphetamine related drugs by capillary zone electrophoresis using native and derivatized Î²-cyclodextrin as chiral additives,1995,Journal of Chromatography A,710,2,NA,339,345,NA,61,10.1016/0021-9673(95)00497-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029050923&doi=10.1016%2f0021-9673%2895%2900497-1&partnerID=40&md5=e8d867798fae4f7997c9b47f0d8024e4,"Institute of Analytical Chemistry, University of Vienna, WÃ¤hringerstraÃe 38, A-1090 Vienna, Austria; Department of Forensic Sciences, Federal Ministry of Interior, Liechtenwerderplatz, A-1090 Vienna, Austria, Austria","Cladrowa-Runge, S., Institute of Analytical Chemistry, University of Vienna, WÃ¤hringerstraÃe 38, A-1090 Vienna, Austria; Hirz, R., Department of Forensic Sciences, Federal Ministry of Interior, Liechtenwerderplatz, A-1090 Vienna, Austria, Austria; Kenndler, E., Institute of Analytical Chemistry, University of Vienna, WÃ¤hringerstraÃe 38, A-1090 Vienna, Austria; Rizzi, A., Institute of Analytical Chemistry, University of Vienna, WÃ¤hringerstraÃe 38, A-1090 Vienna, Austria",NA,amphetamine; amphetamine derivative; beta cyclodextrin derivative; article; derivatization; drug purification; enantiomer; methodology; priority journal; zone electrophoresis,"Rizzi, A.; Institute of Analytical Chemistry, WÃ¤hringerstraÃe 38, A-1090 Vienna, Austria",Article,Final,NA,Scopus,2-s2.0-0029050923,,IFSMS 1998,Drugs,Drugs
"Craige Trenerry V., Robertson J., Wells R.J.",6507054928;7404531595;7402058947;,Analysis of illicit amphetamine seizures by capillary electrophoresis,1995,Journal of Chromatography A,708,1,NA,169,176,NA,31,10.1016/0021-9673(95)00360-Y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029101884&doi=10.1016%2f0021-9673%2895%2900360-Y&partnerID=40&md5=cbdfa0562cef1bb25624ab2f25f8abbf,"Australian Government Analytical Laboratories, 338-340 Tapleys Hill Road, Seaton, SA 5023, Australia; Australian Federal Police, Weston, ACT 2611, Australia; Australian Government Analytical Laboratories, 1 Suakin Street, Pymble, NSW 2073, Australia","Craige Trenerry, V., Australian Government Analytical Laboratories, 338-340 Tapleys Hill Road, Seaton, SA 5023, Australia; Robertson, J., Australian Federal Police, Weston, ACT 2611, Australia; Wells, R.J., Australian Government Analytical Laboratories, 1 Suakin Street, Pymble, NSW 2073, Australia",NA,"3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; 4 aminobenzoic acid; amphetamine; caffeine; ephedrine; illicit drug; methamphetamine; norephedrine; norpseudoephedrine; pseudoephedrine; article; drug abuse; drug analysis; drug mixture; gas chromatography; intermethod comparison; methodology; priority journal; zone electrophoresis","Wells, R.J.; Australian Government Analytical Laboratories, 1 Suakin Street, Pymble, NSW 2073, Australia",Article,Final,NA,Scopus,2-s2.0-0029101884,,IFSMS 1998,Drugs,Drugs
"Valtier S., Cody J.T.",6603376781;7007169898;,Evaluation of internal standards for the analysis of amphetamine and methamphetamine,1995,Journal of Analytical Toxicology,19,6,NA,375,380,NA,28,10.1093/jat/19.6.375,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029081559&doi=10.1093%2fjat%2f19.6.375&partnerID=40&md5=141e0e8d05fefebe822fc327c01d53c6,"Clinical Investigations, Wilford Hall Medical Center/RD, 1255 Wilford Hall Loop, Lackland, TX, 78236-5319, United States","Valtier, S., Clinical Investigations, Wilford Hall Medical Center/RD, 1255 Wilford Hall Loop, Lackland, TX, 78236-5319, United States; Cody, J.T., Clinical Investigations, Wilford Hall Medical Center/RD, 1255 Wilford Hall Loop, Lackland, TX, 78236-5319, United States",NA,amphetamine; amphetamine derivative; butyric acid derivative; deuterium; ephedrine; methamphetamine; phenethylamine; phenylpropanolamine; propionic acid derivative; pseudoephedrine; trifluoroacetic acid; article; calibration; controlled study; derivatization; drug competition; drug urine level; gas chromatography; mass spectrometry; standard; Amphetamine; Analysis of Variance; Calibration; Central Nervous System Stimulants; Comparative Study; Deuterium; Fluorocarbons; Mass Fragmentography; Methamphetamine; Reference Standards; Trifluoroacetic Acid,"Valtier, S.; Clinical Investigations, 1255 Wilford Hall Loop, Lackland, TX, 78236-5319, United States",Article,Final,NA,Scopus,2-s2.0-0029081559,,IFSMS 1998,Drugs,Drugs
"Varesio E., Veuthey J.-L.",6602092290;7006610231;,Chiral separation of amphetamines by high-performance capillary electrophoresis,1995,Journal of Chromatography A,717,1--2,NA,219,228,NA,99,10.1016/0021-9673(95)00483-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028863742&doi=10.1016%2f0021-9673%2895%2900483-3&partnerID=40&md5=15712be409d8247e6e06d9354cc30c78,"Laboratory of Pharmaceutical Analytical Chemistry, University of Geneva, Boulevard d'Yvoy 20, 1211 Geneva 4, Switzerland","Varesio, E., Laboratory of Pharmaceutical Analytical Chemistry, University of Geneva, Boulevard d'Yvoy 20, 1211 Geneva 4, Switzerland; Veuthey, J.-L., Laboratory of Pharmaceutical Analytical Chemistry, University of Geneva, Boulevard d'Yvoy 20, 1211 Geneva 4, Switzerland",NA,"3,4 methylenedioxyamphetamine; amphetamine; amphetamine derivative; cyclodextrin derivative; methamphetamine; complex formation; conference paper; controlled study; drug determination; drug isolation; drug urine level; enantiomer; human; human tissue; methodology; priority journal; zone electrophoresis","Veuthey, J.-L.; Laboratory of Pharmaceutical Analytical Chemistry, University of Geneva, Boulevard d'Yvoy 20, 1211 Geneva 4, Switzerland",Article,Final,NA,Scopus,2-s2.0-0028863742,,IFSMS 1998,Drugs,Drugs
"Wang S.-M., Ling Y.-C., Tsai L.-C., Giang Y.-S.",8055548600;7201526877;7203033486;6603659037;,Headspace sampling and gas chromatographic-mass spectrometric determination of amphetamine and methamphetamine in betel,1995,Journal of Chromatography A,715,2,NA,325,331,NA,7,10.1016/0021-9673(95)00620-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028807799&doi=10.1016%2f0021-9673%2895%2900620-3&partnerID=40&md5=aeb8c8f129c2711456a18d7e87fcdbed,"Department of Chemistry, National Tsing Hua University, Hsinchu, 30043, Taiwan; Department of Forensic Science, Central Police University, Taoyuan, 33334, Taiwan","Wang, S.-M., Department of Chemistry, National Tsing Hua University, Hsinchu, 30043, Taiwan; Ling, Y.-C., Department of Chemistry, National Tsing Hua University, Hsinchu, 30043, Taiwan; Tsai, L.-C., Department of Forensic Science, Central Police University, Taoyuan, 33334, Taiwan; Giang, Y.-S., Department of Forensic Science, Central Police University, Taoyuan, 33334, Taiwan",NA,amphetamine; betel extract; methamphetamine; article; drug determination; gas chromatography; mass spectrometry; methodology; priority journal; sampling,"Ling, Y.-C.; Department of Chemistry, National Tsing Hua University, Hsinchu, 30043, Taiwan",Article,Final,NA,Scopus,2-s2.0-0028807799,,IFSMS 1998,Drugs,Drugs
"Felgate H.E., Felgate P.D., James R.A., Sims D.N., Vozzo D.C.",6507764333;6507635391;35561626700;7101600741;6507866845;,Recent paramethoxyamphetamine deaths,1998,Journal of Analytical Toxicology,22,2,NA,169,172,NA,83,10.1093/jat/22.2.169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031933270&doi=10.1093%2fjat%2f22.2.169&partnerID=40&md5=5b69d95ef014f071b6d26f3b76e5cc14,"Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia","Felgate, H.E., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Felgate, P.D., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; James, R.A., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Sims, D.N., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Vozzo, D.C., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia",NA,"3,4 methylenedioxymethamphetamine; 4 methoxyamphetamine; amphetamine derivative; illicit drug; adult; article; brain hemorrhage; clinical article; controlled study; drug abuse; drug blood level; drug fatality; drug identification; drug isolation; drug liver level; female; human; human tissue; hyperpyrexia; male; quantitative assay","Felgate, H.E.; Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0031933270,,IFSMS 1998,Drugs,Drugs
Groombridge C.J.,NA,The identification of 4-methylthioamphetamine in a drug seizure,1998,Microgram,31,5,NA,150,159,NA,10,NA,NA,NA,"Groombridge, C.J.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0000063490,,IFSMS 1998,Drugs,Drugs
Poortman A.J.,NA,The identification of 4-methylthioamphetamine,1998,Microgram,31,6,NA,174,180,NA,7,NA,NA,NA,"Poortman, A.J.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0001655282,,IFSMS 1998,Drugs,Drugs
"Gennaro M.C., Giacosa D., Gioannini E., Angelino S.",7005568122;6602106823;6506913569;6701793787;,Hallucinogenic species in Amanita muscaria. Determination of muscimol and ibotenic acid by ion-interaction HPLC,1997,Journal of Liquid Chromatography and Related Technologies,20,3,NA,413,424,NA,26,10.1080/10826079708010660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031037940&doi=10.1080%2f10826079708010660&partnerID=40&md5=44a63ab58bce9730c56457819fe8a429,"UniversitÃ  di Torino, Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy","Gennaro, M.C., UniversitÃ  di Torino, Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy; Giacosa, D., UniversitÃ  di Torino, Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy; Gioannini, E., UniversitÃ  di Torino, Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy; Angelino, S., UniversitÃ  di Torino, Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy",NA,ibotenic acid; muscimol; psychedelic agent; article; drug determination; high performance liquid chromatography; mushroom; ultraviolet spectrophotometry; Amanita citrina; Amanita muscaria; Basidiomycota,"Gennaro, M.C.; Dipartimento di Chimica Analitica, Via P. Giuria, 5, 10125 Torino, Italy",Article,Final,NA,Scopus,2-s2.0-0031037940,,IFSMS 1998,Drugs,Drugs
"Casale J.F., Koles J.E.",NA,Analysis of ayahuasca ('Santo Daime' [sic]),1995,Microgram,28,9,NA,296,299,NA,5,NA,NA,NA,"Casale, J.F.; Koles, J.E.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0000853777,,IFSMS 1998,Drugs,Drugs
